"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"831",150002,150002,0,0,NA,0,0,1997,0
"832",151002,151002,0,0,NA,0,0,1997,0
"833",151003,151003,6e+05,6,230.77,52,50,1997,2600
"834",151005,151005,2000,6,5,20,20,1997,400
"835",151006,151006,NA,9,NA,14,40,1997,560
"836",151021,151021,0,0,NA,0,0,1997,0
"837",151030,151030,0,0,NA,0,0,1997,0
"838",151031,151031,0,0,NA,0,0,1997,0
"839",151032,151032,500,6,1.67,30,10,1997,300
"840",151033,151033,0,0,NA,0,0,1997,0
"841",151034,151034,0,0,NA,0,0,1997,0
"842",151035,151035,0,0,NA,0,0,1997,0
"843",151037,151037,0,0,NA,0,0,1997,0
"844",151038,151038,0,0,NA,0,0,1997,0
"845",151039,151039,0,0,NA,0,0,1997,0
"846",151170,151170,196000,6,62.82,52,60,1997,3120
"847",151171,151171,0,0,NA,0,0,1997,0
"848",151173,151173,70000,6,24.48,52,55,1997,2860
"849",151174,151174,0,0,NA,0,0,1997,0
"850",152001,152001,14000,6,15.56,36,25,1997,900
"851",156001,156001,40000,6,19.23,52,40,1997,2080
"852",156002,156002,0,0,NA,0,0,1997,0
"853",156030,156030,50000,6,19.23,52,50,1997,2600
"854",156031,156031,23000,6,11.06,52,40,1997,2080
"855",156032,156032,0,0,NA,0,0,1997,0
"856",156170,156170,30000,6,16.48,52,35,1997,1820
"857",157001,157001,0,0,NA,0,0,1997,0
"858",157002,157002,0,0,NA,0,0,1997,0
"859",157004,157004,32000,6,18.02,48,37,1997,1776
"860",157171,157171,18000,6,8.65,52,40,1997,2080
"861",161001,161001,0,0,NA,0,0,1997,0
"862",161002,161002,28000,6,13.57,48,43,1997,2064
"863",161003,161003,0,0,NA,0,0,1997,0
"864",161004,161004,30000,6,19.48,35,44,1997,1540
"865",161170,161170,0,0,NA,0,0,1997,0
"866",161171,161171,0,0,NA,0,0,1997,0
"867",165002,165002,0,0,NA,0,0,1997,0
"868",165003,165003,110000,6,36.67,50,60,1997,3000
"869",165004,165004,1000,6,NA,NA,14,1997,NA
"870",165030,165030,18000,6,9.57,47,40,1997,1880
"871",165031,165031,0,0,NA,0,0,1997,0
"872",165032,165032,0,0,NA,0,0,1997,0
"873",165170,165170,2000,6,1,50,40,1997,2000
"874",165174,165174,72000,6,36,50,40,1997,2000
"875",165176,165176,0,0,NA,0,0,1997,0
"876",166021,166021,20000,6,8.55,52,45,1997,2340
"877",166030,166030,0,0,NA,0,0,1997,0
"878",166031,166031,0,0,NA,0,0,1997,0
"879",166032,166032,0,0,NA,0,0,1997,0
"880",166033,166033,0,0,NA,0,0,1997,0
"881",166170,166170,12000,6,7.69,52,30,1997,1560
"882",166171,166171,0,0,NA,0,0,1997,0
"883",172021,172021,32500,6,13.3,47,52,1997,2444
"884",172031,172031,32000,6,11.64,50,55,1997,2750
"885",172034,172034,10000,6,6.94,48,30,1997,1440
"886",172035,172035,4000,6,6.67,20,30,1997,600
"887",172036,172036,0,0,NA,0,0,1997,0
"888",172037,172037,0,0,NA,0,0,1997,0
"889",172038,172038,0,0,NA,0,0,1997,0
"890",172039,172039,0,0,NA,0,0,1997,0
"891",172040,172040,0,0,NA,0,0,1997,0
"892",172041,172041,0,0,NA,0,0,1997,0
"893",172042,172042,0,0,NA,0,0,1997,0
"894",172170,172170,0,0,NA,0,0,1997,0
"895",172175,172175,0,0,NA,0,0,1997,0
"896",172176,172176,8000,6,6.67,40,30,1997,1200
"897",172181,172181,30000,6,11.54,50,52,1997,2600
"898",172183,172183,0,0,NA,0,0,1997,0
"899",172184,172184,0,0,NA,0,0,1997,0
"900",172185,172185,0,0,NA,0,0,1997,0
"901",173001,173001,0,0,NA,0,0,1997,0
"902",173002,173002,0,0,NA,0,0,1997,0
"903",173003,173003,6000,6,10,40,15,1997,600
"904",173004,173004,0,0,NA,0,0,1997,0
"905",173005,173005,27000,6,13.5,40,50,1997,2000
"906",173030,173030,NA,9,NA,52,45,1997,2340
"907",173031,173031,2500,6,3.13,40,20,1997,800
"908",173032,173032,0,0,NA,0,0,1997,0
"909",173033,173033,0,0,NA,0,0,1997,0
"910",173034,173034,0,0,NA,0,0,1997,0
"911",173035,173035,0,0,NA,0,0,1997,0
"912",173036,173036,0,0,NA,0,0,1997,0
"913",173037,173037,0,0,NA,0,0,1997,0
"914",173038,173038,0,0,NA,0,0,1997,0
"915",173039,173039,0,0,NA,0,0,1997,0
"916",173040,173040,0,0,NA,0,0,1997,0
"917",173041,173041,0,0,NA,0,0,1997,0
"918",173042,173042,0,0,NA,0,0,1997,0
"919",173170,173170,15000,6,9.62,52,30,1997,1560
"920",173171,173171,-5000,6,NA,50,50,1997,2500
"921",173172,173172,20000,6,10.2,49,40,1997,1960
"922",173173,173173,10000,6,4,50,50,1997,2500
"923",174001,174001,0,0,NA,0,0,1997,0
"924",174002,174002,0,0,NA,0,0,1997,0
"925",174003,174003,38000,6,16.45,42,55,1997,2310
"926",174005,174005,35000,6,16.67,42,50,1997,2100
"927",174006,174006,0,0,NA,0,0,1997,0
"928",174007,174007,3500,6,21.88,8,20,1997,160
"929",174008,174008,29000,6,10.55,50,55,1997,2750
"930",174030,174030,0,0,NA,0,0,1997,0
"931",174032,174032,0,0,NA,0,0,1997,0
"932",174033,174033,0,0,NA,0,0,1997,0
"933",174034,174034,0,0,NA,0,0,1997,0
"934",174035,174035,0,0,NA,0,0,1997,0
"935",174036,174036,0,0,NA,0,0,1997,0
"936",174037,174037,0,0,NA,0,0,1997,0
"937",174038,174038,0,0,NA,0,0,1997,0
"938",174039,174039,0,0,NA,0,0,1997,0
"939",174040,174040,0,0,NA,0,0,1997,0
"940",174041,174041,0,0,NA,0,0,1997,0
"941",174042,174042,0,0,NA,0,0,1997,0
"942",174170,174170,55000,6,26.19,42,50,1997,2100
"943",174171,174171,0,0,NA,0,0,1997,0
"944",174174,174174,17000,6,8.5,50,40,1997,2000
"945",174175,174175,135000,6,45,50,60,1997,3000
"946",174176,174176,80000,6,32,50,50,1997,2500
"947",176021,176021,50000,6,24.04,52,40,1997,2080
"948",176170,176170,48000,6,23.08,52,40,1997,2080
"949",178004,178004,9000,6,18,25,20,1997,500
"950",178033,178033,0,0,NA,0,0,1997,0
"951",178034,178034,0,0,NA,0,0,1997,0
"952",178035,178035,0,0,NA,0,0,1997,0
"953",178171,178171,0,0,NA,0,0,1997,0
"954",180003,180003,28000,6,8.97,52,60,1997,3120
"955",180030,180030,0,0,NA,0,0,1997,0
"956",180031,180031,0,0,NA,0,0,1997,0
"957",180032,180032,0,0,NA,0,0,1997,0
"958",180171,180171,19000,6,9.5,50,40,1997,2000
"959",181003,181003,0,0,NA,0,0,1997,0
"960",181021,181021,20000,6,10.4,52,37,1997,1924
"961",181030,181030,200,5,0.96,52,40,1997,2080
"962",181031,181031,0,0,NA,0,0,1997,0
"963",181032,181032,0,0,NA,0,0,1997,0
"964",181033,181033,0,0,NA,0,0,1997,0
"965",181170,181170,50000,6,32.05,52,30,1997,1560
"966",181171,181171,21000,6,10.5,50,40,1997,2000
"967",181173,181173,0,0,NA,0,0,1997,0
"968",182001,182001,0,0,NA,0,0,1997,0
"969",186002,186002,0,0,NA,0,0,1997,0
"970",186003,186003,0,0,NA,0,0,1997,0
"971",186030,186030,NA,9,NA,20,20,1997,400
"972",189002,189002,25000,6,12.02,52,40,1997,2080
"973",189004,189004,25000,6,12.99,52,37,1997,1924
"974",189031,189031,0,0,NA,0,0,1997,0
"975",189032,189032,0,0,NA,0,0,1997,0
"976",189171,189171,25000,6,12.02,52,40,1997,2080
"977",189172,189172,20000,6,9.62,52,40,1997,2080
"978",190003,190003,3000,6,5.26,38,15,1997,570
"979",190004,190004,19000,6,10.86,50,35,1997,1750
"980",190030,190030,10000,6,3.92,51,50,1997,2550
"981",190031,190031,0,0,NA,0,0,1997,0
"982",190032,190032,0,0,NA,0,0,1997,0
"983",190033,190033,0,0,NA,0,0,1997,0
"984",190034,190034,0,0,NA,0,0,1997,0
"985",190035,190035,0,0,NA,0,0,1997,0
"986",190173,190173,57000,6,24.74,48,48,1997,2304
"987",190181,190181,NA,9,NA,NA,NA,1997,NA
"988",191003,191003,0,0,NA,0,0,1997,0
"989",191030,191030,0,0,NA,0,0,1997,0
"990",191031,191031,0,0,NA,0,0,1997,0
"991",191170,191170,1e+05,6,59.52,42,40,1997,1680
"992",195001,195001,3000,6,NA,NA,NA,1997,NA
"993",195002,195002,90000,6,36.36,45,55,1997,2475
"994",195003,195003,30000,6,15,50,40,1997,2000
"995",195030,195030,0,0,NA,0,0,1997,0
"996",195031,195031,0,0,NA,0,0,1997,0
"997",195032,195032,0,0,NA,0,0,1997,0
"998",195170,195170,0,0,NA,0,0,1997,0
"999",195171,195171,80000,6,27.21,49,60,1997,2940
"1000",195172,195172,0,0,NA,0,0,1997,0
"1001",195173,195173,0,0,NA,0,0,1997,0
"1002",195174,195174,0,0,NA,0,0,1997,0
"1003",197004,197004,6000,6,NA,NA,20,1997,NA
"1004",197030,197030,0,0,NA,0,0,1997,0
"1005",197031,197031,0,0,NA,0,0,1997,0
"1006",197032,197032,0,0,NA,0,0,1997,0
"1007",197033,197033,0,0,NA,0,0,1997,0
"1008",197034,197034,0,0,NA,0,0,1997,0
"1009",197170,197170,9000,6,NA,NA,40,1997,NA
"1010",198001,198001,10000,6,4.27,52,45,1997,2340
"1011",198002,198002,85000,6,40.87,52,40,1997,2080
"1012",198003,198003,80000,6,30.77,52,50,1997,2600
"1013",198030,198030,0,0,NA,0,0,1997,0
"1014",198031,198031,0,0,NA,0,0,1997,0
"1015",198032,198032,0,0,NA,0,0,1997,0
"1016",198033,198033,0,0,NA,0,0,1997,0
"1017",198171,198171,48000,6,23.08,52,40,1997,2080
"1018",198173,198173,5000,6,10.42,30,16,1997,480
"1019",198174,198174,0,0,NA,0,0,1997,0
"1020",200001,200001,0,0,NA,0,0,1997,0
"1021",200002,200002,11000,6,13.75,40,20,1997,800
"1022",200003,200003,0,0,NA,0,0,1997,0
"1023",200004,200004,45000,6,22.5,50,40,1997,2000
"1024",200005,200005,30000,6,21.43,50,28,1997,1400
"1025",200030,200030,0,0,NA,0,0,1997,0
"1026",200031,200031,NA,9,NA,36,15,1997,540
"1027",200032,200032,0,0,NA,0,0,1997,0
"1028",200033,200033,0,0,NA,0,0,1997,0
"1029",200034,200034,0,0,NA,0,0,1997,0
"1030",200035,200035,0,0,NA,0,0,1997,0
"1031",200036,200036,0,0,NA,0,0,1997,0
"1032",200037,200037,0,0,NA,0,0,1997,0
"1033",200038,200038,0,0,NA,0,0,1997,0
"1034",200039,200039,0,0,NA,0,0,1997,0
"1035",200040,200040,0,0,NA,0,0,1997,0
"1036",200170,200170,10000,6,5.88,50,34,1997,1700
"1037",200175,200175,35000,6,28,50,25,1997,1250
"1038",200176,200176,60000,6,20,50,60,1997,3000
"1039",200177,200177,60000,6,21.28,47,60,1997,2820
"1040",200178,200178,0,0,NA,0,0,1997,0
"1041",200179,200179,0,0,NA,0,0,1997,0
"1042",200180,200180,0,0,NA,0,0,1997,0
"1043",200181,200181,0,0,NA,0,0,1997,0
"1044",203001,203001,0,0,NA,0,0,1997,0
"1045",203002,203002,0,0,NA,0,0,1997,0
"1046",203003,203003,72000,6,26.72,49,55,1997,2695
"1047",203004,203004,54000,6,28.13,48,40,1997,1920
"1048",203005,203005,1000,6,6.41,52,3,1997,156
"1049",203030,203030,7000,6,13.33,35,15,1997,525
"1050",203031,203031,0,0,NA,0,0,1997,0
"1051",203032,203032,0,0,NA,0,0,1997,0
"1052",203033,203033,0,0,NA,0,0,1997,0
"1053",203034,203034,0,0,NA,0,0,1997,0
"1054",203172,203172,86000,6,44.44,43,45,1997,1935
"1055",203173,203173,146000,6,77.66,47,40,1997,1880
"1056",203174,203174,65000,6,31.58,49,42,1997,2058
"1057",209003,209003,17500,6,6.73,52,50,1997,2600
"1058",209030,209030,0,0,NA,0,0,1997,0
"1059",209170,209170,15000,6,7.65,49,40,1997,1960
"1060",209173,209173,17500,6,7.29,50,48,1997,2400
"1061",211002,211002,0,0,NA,0,0,1997,0
"1062",214001,214001,60000,6,31.25,48,40,1997,1920
"1063",214002,214002,12000,6,7.5,50,32,1997,1600
"1064",214003,214003,55000,6,22.04,52,48,1997,2496
"1065",214030,214030,36000,6,17.31,52,40,1997,2080
"1066",214031,214031,0,0,NA,0,0,1997,0
"1067",214032,214032,0,0,NA,0,0,1997,0
"1068",214170,214170,25000,6,12.65,52,38,1997,1976
"1069",214171,214171,20000,6,10.12,52,38,1997,1976
"1070",214172,214172,0,0,NA,0,0,1997,0
"1071",215001,215001,0,0,NA,0,0,1997,0
"1072",215002,215002,0,0,NA,0,0,1997,0
"1073",215021,215021,32000,6,15.38,52,40,1997,2080
"1074",215030,215030,NA,9,NA,NA,NA,1997,NA
"1075",215170,215170,0,0,NA,0,0,1997,0
"1076",215174,215174,0,0,NA,0,0,1997,0
"1077",215175,215175,0,0,NA,0,0,1997,0
"1078",215176,215176,0,0,NA,0,0,1997,0
"1079",215177,215177,0,0,NA,0,0,1997,0
"1080",215178,215178,0,0,NA,0,0,1997,0
"1081",217001,217001,0,0,NA,0,0,1997,0
"1082",217003,217003,38000,6,19.79,48,40,1997,1920
"1083",217030,217030,0,0,NA,0,0,1997,0
"1084",217031,217031,0,0,NA,0,0,1997,0
"1085",217032,217032,0,0,NA,0,0,1997,0
"1086",217170,217170,9000,6,18.75,24,20,1997,480
"1087",217174,217174,0,0,NA,0,0,1997,0
"1088",217175,217175,0,0,NA,0,0,1997,0
"1089",217176,217176,0,0,NA,0,0,1997,0
"1090",217177,217177,0,0,NA,0,0,1997,0
"1091",218001,218001,85000,6,35.12,44,55,1997,2420
"1092",220002,220002,42000,6,17.56,52,46,1997,2392
"1093",220030,220030,0,0,NA,0,0,1997,0
"1094",220170,220170,19000,6,9.13,52,40,1997,2080
"1095",221001,221001,0,0,NA,0,0,1997,0
"1096",221002,221002,28000,6,11.97,52,45,1997,2340
"1097",221031,221031,40000,6,15.38,52,50,1997,2600
"1098",221032,221032,0,0,NA,0,0,1997,0
"1099",221034,221034,0,0,NA,0,0,1997,0
"1100",221171,221171,5000,6,2.4,52,40,1997,2080
"1101",221172,221172,0,0,NA,0,0,1997,0
"1102",222001,222001,24000,6,15,40,40,1997,1600
"1103",222031,222031,18000,6,8.65,52,40,1997,2080
"1104",222032,222032,3000,6,3.13,24,40,1997,960
"1105",223001,223001,0,0,NA,0,0,1997,0
"1106",223002,223002,60000,6,25,48,50,1997,2400
