"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"50636",1193172,1193172,0,0,NA,0,0,2001,0
"50637",1193173,1193173,0,0,NA,0,0,2001,0
"50638",1193174,1193174,0,0,NA,0,0,2001,0
"50639",1196001,1196001,0,0,NA,0,0,2001,0
"50640",1200003,1200003,37000,6,22.2355769230769,52,32,2001,1664
"50641",1200004,1200004,35000,6,16.8269230769231,52,40,2001,2080
"50642",1200005,1200005,NA,9,NA,52,50,2001,2600
"50643",1200006,1200006,46000,6,21.7494089834515,47,45,2001,2115
"50644",1200030,1200030,14000,6,14,50,20,2001,1000
"50645",1200031,1200031,89000,6,34.2307692307692,52,50,2001,2600
"50646",1200032,1200032,0,0,NA,0,0,2001,0
"50647",1200033,1200033,0,0,NA,0,0,2001,0
"50648",1200034,1200034,0,0,NA,0,0,2001,0
"50649",1200035,1200035,0,0,NA,0,0,2001,0
"50650",1200171,1200171,0,0,NA,0,0,2001,0
"50651",1200172,1200172,NA,9,NA,52,50,2001,2600
"50652",1200173,1200173,60000,6,19.2307692307692,52,60,2001,3120
"50653",1200174,1200174,50000,6,19.2307692307692,52,50,2001,2600
"50654",1200177,1200177,37000,6,17.7884615384615,52,40,2001,2080
"50655",1200178,1200178,89000,6,28.525641025641,52,60,2001,3120
"50656",1203031,1203031,40000,6,19.2307692307692,52,40,2001,2080
"50657",1203032,1203032,70000,6,26.9230769230769,52,50,2001,2600
"50658",1203033,1203033,0,0,NA,0,0,2001,0
"50659",1203174,1203174,30000,6,20,50,30,2001,1500
"50660",1203175,1203175,0,6,18.27,0,0,2001,0
"50661",1206002,1206002,0,0,NA,0,0,2001,0
"50662",1206003,1206003,0,0,NA,0,0,2001,0
"50663",1206030,1206030,0,6,6.25,0,0,2001,0
"50664",1206031,1206031,0,0,NA,0,0,2001,0
"50665",1210001,1210001,28000,6,10.7692307692308,52,50,2001,2600
"50666",1210002,1210002,0,0,NA,0,0,2001,0
"50667",1210003,1210003,38000,6,18.2692307692308,52,40,2001,2080
"50668",1210030,1210030,30000,6,14.42,52,40,2001,2080
"50669",1210031,1210031,0,0,NA,0,0,2001,0
"50670",121004,121004,NA,9,NA,52,45,2001,2340
"50671",121006,121006,40000,6,15.3846153846154,52,50,2001,2600
"50672",121007,121007,1700,6,5.3125,32,10,2001,320
"50673",1210170,1210170,54000,6,25.9615384615385,52,40,2001,2080
"50674",1210171,1210171,52000,6,25,52,40,2001,2080
"50675",1210172,1210172,20000,6,9.62,52,40,2001,2080
"50676",1210173,1210173,25000,6,9.61538461538461,52,50,2001,2600
"50677",121030,121030,0,0,NA,0,0,2001,0
"50678",121032,121032,0,0,NA,0,0,2001,0
"50679",121033,121033,0,0,NA,0,0,2001,0
"50680",121034,121034,0,0,NA,0,0,2001,0
"50681",121036,121036,0,0,NA,0,0,2001,0
"50682",121037,121037,0,0,NA,0,0,2001,0
"50683",121038,121038,0,0,NA,0,0,2001,0
"50684",1211001,1211001,0,0,NA,0,0,2001,0
"50685",1211002,1211002,0,0,NA,0,0,2001,0
"50686",1211003,1211003,135000,6,51.9230769230769,52,50,2001,2600
"50687",1211004,1211004,80000,6,34.1880341880342,52,45,2001,2340
"50688",1211030,1211030,0,0,NA,0,0,2001,0
"50689",1211171,1211171,17000,6,8.17307692307692,52,40,2001,2080
"50690",1211172,1211172,0,0,NA,0,0,2001,0
"50691",121170,121170,30000,6,11.5384615384615,52,50,2001,2600
"50692",121171,121171,203000,6,70.979020979021,52,55,2001,2860
"50693",121173,121173,NA,9,NA,30,38,2001,1140
"50694",1213002,1213002,3000,6,4.12087912087912,52,14,2001,728
"50695",1213003,1213003,50000,6,24.0384615384615,52,40,2001,2080
"50696",1213004,1213004,7000,6,8.97435897435897,52,15,2001,780
"50697",1213030,1213030,6000,6,7.89473684210526,19,40,2001,760
"50698",1213031,1213031,0,0,NA,0,0,2001,0
"50699",1213032,1213032,0,0,NA,0,0,2001,0
"50700",1213033,1213033,0,0,NA,0,0,2001,0
"50701",1213176,1213176,50000,6,24.0384615384615,52,40,2001,2080
"50702",1213177,1213177,70000,6,33.6538461538462,52,40,2001,2080
"50703",1213178,1213178,4000,6,NA,NA,8,2001,NA
"50704",1213179,1213179,0,0,NA,0,0,2001,0
"50705",1213180,1213180,0,0,NA,0,0,2001,0
"50706",1213181,1213181,0,0,NA,0,0,2001,0
"50707",1213182,1213182,0,0,NA,0,0,2001,0
"50708",1213183,1213183,0,0,NA,0,0,2001,0
"50709",1219001,1219001,0,0,NA,0,0,2001,0
"50710",1219170,1219170,0,0,NA,0,0,2001,0
"50711",1220001,1220001,30000,6,8.87573964497041,52,65,2001,3380
"50712",1220002,1220002,40000,6,15.3846153846154,52,50,2001,2600
"50713",1220004,1220004,52000,6,16.6666666666667,52,60,2001,3120
"50714",122001,122001,0,0,NA,0,0,2001,0
"50715",122003,122003,58000,6,18.5897435897436,52,60,2001,3120
"50716",1220030,1220030,0,0,NA,0,0,2001,0
"50717",1220031,1220031,0,0,NA,0,0,2001,0
"50718",122004,122004,60000,6,28.8461538461538,52,40,2001,2080
"50719",1220171,1220171,13000,6,6.25,52,40,2001,2080
"50720",1220172,1220172,120000,6,57.6923076923077,52,40,2001,2080
"50721",1220173,1220173,0,0,NA,0,0,2001,0
"50722",122033,122033,20000,6,16.025641025641,52,24,2001,1248
"50723",122034,122034,5850,6,3.75,39,40,2001,1560
"50724",122036,122036,0,0,NA,0,0,2001,0
"50725",122037,122037,0,0,NA,0,0,2001,0
"50726",122038,122038,0,0,NA,0,0,2001,0
"50727",122039,122039,0,0,NA,0,0,2001,0
"50728",122040,122040,0,0,NA,0,0,2001,0
"50729",122041,122041,0,0,NA,0,0,2001,0
"50730",1221001,1221001,0,0,NA,0,0,2001,0
"50731",1221002,1221002,8500,6,6.53846153846154,52,25,2001,1300
"50732",1221003,1221003,190000,6,3653.84615384615,52,1,2001,52
"50733",1221004,1221004,160000,6,3076.92307692308,52,1,2001,52
"50734",1221005,1221005,140000,6,74.7863247863248,52,36,2001,1872
"50735",1221030,1221030,0,0,NA,0,0,2001,0
"50736",1221031,1221031,0,0,NA,0,0,2001,0
"50737",1221032,1221032,0,0,NA,0,0,2001,0
"50738",1221033,1221033,0,0,NA,0,0,2001,0
"50739",1221034,1221034,0,0,NA,0,0,2001,0
"50740",1221035,1221035,0,0,NA,0,0,2001,0
"50741",1221036,1221036,0,0,NA,0,0,2001,0
"50742",1221037,1221037,0,0,NA,0,0,2001,0
"50743",1221170,1221170,0,0,NA,0,0,2001,0
"50744",1221172,1221172,0,0,NA,0,0,2001,0
"50745",1221173,1221173,0,0,NA,0,0,2001,0
"50746",1221174,1221174,0,0,NA,0,0,2001,0
"50747",1221175,1221175,0,0,NA,0,0,2001,0
"50748",122170,122170,23000,6,11.0576923076923,52,40,2001,2080
"50749",122171,122171,0,0,NA,0,0,2001,0
"50750",122173,122173,80000,6,48.0769230769231,52,32,2001,1664
"50751",122174,122174,0,0,NA,0,0,2001,0
"50752",122175,122175,36000,6,15.7342657342657,52,44,2001,2288
"50753",122176,122176,21000,6,8.07692307692308,52,50,2001,2600
"50754",1222001,1222001,34000,6,15.5677655677656,52,42,2001,2184
"50755",1222002,1222002,0,0,NA,0,0,2001,0
"50756",1222003,1222003,120,6,1.33333333333333,18,5,2001,90
"50757",1222004,1222004,28000,6,10.7692307692308,52,50,2001,2600
"50758",1222005,1222005,4000,6,2.94117647058824,34,40,2001,1360
"50759",1222006,1222006,16673,6,6.41269230769231,52,50,2001,2600
"50760",1222030,1222030,16000,6,7.69230769230769,52,40,2001,2080
"50761",1222031,1222031,4000,6,12.8205128205128,52,6,2001,312
"50762",1222032,1222032,6000,6,3.84615384615385,52,30,2001,1560
"50763",1222033,1222033,0,0,NA,0,0,2001,0
"50764",1222034,1222034,0,0,NA,0,0,2001,0
"50765",1222035,1222035,0,0,NA,0,0,2001,0
"50766",1222036,1222036,0,0,NA,0,0,2001,0
"50767",1222037,1222037,0,0,NA,0,0,2001,0
"50768",1222038,1222038,0,0,NA,0,0,2001,0
"50769",1222174,1222174,55000,6,16.2721893491124,52,65,2001,3380
"50770",1222179,1222179,18440,6,8.86538461538461,52,40,2001,2080
"50771",1222180,1222180,0,0,NA,0,0,2001,0
"50772",1222185,1222185,0,0,NA,0,0,2001,0
"50773",1222186,1222186,48000,6,23.0769230769231,52,40,2001,2080
"50774",1222187,1222187,10000,6,NA,52,NA,2001,NA
"50775",1222188,1222188,NA,9,NA,52,NA,2001,NA
"50776",1222189,1222189,0,0,NA,0,0,2001,0
"50777",1222195,1222195,5000,6,3.69822485207101,52,26,2001,1352
"50778",1222196,1222196,16000,6,5.12820512820513,52,60,2001,3120
"50779",1222197,1222197,0,0,NA,0,0,2001,0
"50780",1222198,1222198,0,0,NA,0,0,2001,0
"50781",1222199,1222199,20176,6,9.7,52,40,2001,2080
"50782",1222200,1222200,NA,9,NA,52,998,2001,51896
"50783",1222201,1222201,35000,6,13.4615384615385,52,50,2001,2600
"50784",1222202,1222202,0,0,NA,0,0,2001,0
"50785",1224003,1224003,0,0,NA,0,0,2001,0
"50786",1225001,1225001,75000,6,42.8571428571429,25,70,2001,1750
"50787",1225030,1225030,15000,6,10.2040816326531,49,30,2001,1470
"50788",1225031,1225031,0,0,NA,0,0,2001,0
"50789",1225170,1225170,42700,6,13.6858974358974,52,60,2001,3120
"50790",1225171,1225171,30000,6,11.5384615384615,52,50,2001,2600
"50791",1225172,1225172,0,0,NA,0,0,2001,0
"50792",1225173,1225173,0,0,NA,0,0,2001,0
"50793",1225174,1225174,0,0,NA,0,0,2001,0
"50794",1227002,1227002,73000,6,35.0961538461538,52,40,2001,2080
"50795",1227021,1227021,50000,6,18.491124260355,52,52,2001,2704
"50796",1227022,1227022,74000,6,29.6474358974359,52,48,2001,2496
"50797",1227034,1227034,1054,6,5.49,8,24,2001,192
"50798",1227035,1227035,0,0,NA,0,0,2001,0
"50799",1227170,1227170,0,0,NA,0,0,2001,0
"50800",1227180,1227180,50000,6,24.0384615384615,52,40,2001,2080
"50801",1227193,1227193,26000,6,125,52,4,2001,208
"50802",1227194,1227194,0,0,NA,0,0,2001,0
"50803",1227195,1227195,0,0,NA,0,0,2001,0
"50804",1227196,1227196,0,0,NA,0,0,2001,0
"50805",1228002,1228002,0,0,NA,0,0,2001,0
"50806",1228171,1228171,0,0,NA,0,0,2001,0
"50807",1229001,1229001,15000,6,11.5384615384615,52,25,2001,1300
"50808",1229030,1229030,90000,6,43.2692307692308,52,40,2001,2080
"50809",1229031,1229031,6000,6,2.88461538461538,52,40,2001,2080
"50810",1229032,1229032,0,0,NA,0,0,2001,0
"50811",1229170,1229170,NA,9,NA,52,40,2001,2080
"50812",1229172,1229172,0,0,NA,0,0,2001,0
"50813",1229173,1229173,0,0,NA,0,0,2001,0
"50814",1230030,1230030,200,6,5,2,20,2001,40
"50815",1230031,1230031,0,0,NA,0,0,2001,0
"50816",1230032,1230032,0,0,NA,0,0,2001,0
"50817",1230171,1230171,60000,6,23.0769230769231,52,50,2001,2600
"50818",1233004,1233004,19800,6,10.2910602910603,52,37,2001,1924
"50819",1233030,1233030,NA,9,NA,52,10,2001,520
"50820",1233031,1233031,24670,6,10.542735042735,52,45,2001,2340
"50821",1233032,1233032,30000,6,11.5384615384615,52,50,2001,2600
"50822",1233034,1233034,0,0,NA,0,0,2001,0
"50823",1233035,1233035,0,0,NA,0,0,2001,0
"50824",1233036,1233036,0,0,NA,0,0,2001,0
"50825",1233170,1233170,0,0,NA,0,0,2001,0
"50826",1233173,1233173,NA,9,NA,52,43,2001,2236
"50827",1233175,1233175,0,0,NA,0,0,2001,0
"50828",1233177,1233177,20940,6,10.5971659919028,52,38,2001,1976
"50829",1233178,1233178,0,0,NA,0,0,2001,0
"50830",1236001,1236001,0,0,NA,0,0,2001,0
"50831",1236004,1236004,45000,6,14.4230769230769,52,60,2001,3120
"50832",1236030,1236030,0,0,NA,0,0,2001,0
"50833",1236031,1236031,0,0,NA,0,0,2001,0
"50834",1236032,1236032,0,0,NA,0,0,2001,0
"50835",1236033,1236033,0,0,NA,0,0,2001,0
"50836",1236034,1236034,0,0,NA,0,0,2001,0
"50837",1236170,1236170,32000,6,15.3846153846154,52,40,2001,2080
"50838",1236171,1236171,0,0,NA,0,0,2001,0
"50839",1236172,1236172,0,0,NA,0,0,2001,0
"50840",1241001,1241001,30000,6,14.4230769230769,52,40,2001,2080
"50841",1241002,1241002,0,0,NA,0,0,2001,0
"50842",1241030,1241030,80000,6,43.956043956044,52,35,2001,1820
"50843",1241031,1241031,16000,6,7.69230769230769,52,40,2001,2080
"50844",1241033,1241033,22000,6,13.2211538461538,52,32,2001,1664
"50845",1241034,1241034,0,0,NA,0,0,2001,0
"50846",1241035,1241035,0,0,NA,0,0,2001,0
"50847",1241036,1241036,0,0,NA,0,0,2001,0
"50848",1241170,1241170,25000,6,10.6837606837607,52,45,2001,2340
"50849",1241174,1241174,39000,6,18.75,52,40,2001,2080
"50850",1242001,1242001,0,0,NA,0,0,2001,0
"50851",1242003,1242003,132800,6,51.0769230769231,52,50,2001,2600
"50852",1242004,1242004,136201,6,47.6227272727273,52,55,2001,2860
"50853",1242005,1242005,125000,6,48.0769230769231,52,50,2001,2600
"50854",1242006,1242006,18000,6,8.65384615384615,52,40,2001,2080
"50855",1242030,1242030,0,0,NA,0,0,2001,0
"50856",1242031,1242031,0,0,NA,0,0,2001,0
"50857",1242032,1242032,0,0,NA,0,0,2001,0
"50858",1242033,1242033,0,0,NA,0,0,2001,0
"50859",1242034,1242034,0,0,NA,0,0,2001,0
"50860",1242035,1242035,0,0,NA,0,0,2001,0
"50861",1242036,1242036,0,0,NA,0,0,2001,0
"50862",1242037,1242037,0,0,NA,0,0,2001,0
"50863",1242038,1242038,0,0,NA,0,0,2001,0
"50864",1242039,1242039,0,0,NA,0,0,2001,0
"50865",1242040,1242040,0,0,NA,0,0,2001,0
"50866",1242171,1242171,0,0,NA,0,0,2001,0
"50867",1242176,1242176,21587,6,16.6053846153846,52,25,2001,1300
"50868",1242177,1242177,10000,6,15.1515151515152,22,30,2001,660
"50869",1242178,1242178,47000,6,22.5961538461538,52,40,2001,2080
"50870",1242180,1242180,44000,6,21.1538461538462,52,40,2001,2080
"50871",1249001,1249001,130000,6,62.5,52,40,2001,2080
"50872",1249002,1249002,0,0,NA,0,0,2001,0
"50873",1249003,1249003,59000,6,25.2136752136752,52,45,2001,2340
"50874",1249173,1249173,11000,6,23.5042735042735,52,9,2001,468
"50875",1249177,1249177,10000,6,47.6190476190476,21,10,2001,210
"50876",1249178,1249178,120000,6,57.6923076923077,52,40,2001,2080
"50877",1254002,1254002,0,0,NA,0,0,2001,0
"50878",1254003,1254003,39000,6,22.0588235294118,52,34,2001,1768
"50879",1254030,1254030,0,0,NA,0,0,2001,0
"50880",1254170,1254170,58958,6,28.3451923076923,52,40,2001,2080
"50881",1254172,1254172,0,0,NA,0,0,2001,0
"50882",1254176,1254176,0,0,NA,0,0,2001,0
"50883",1254177,1254177,29000,6,13.9423076923077,52,40,2001,2080
"50884",1255001,1255001,85000,6,31.4349112426036,52,52,2001,2704
"50885",1255002,1255002,37500,6,19.4906444906445,52,37,2001,1924
"50886",1255030,1255030,20000,6,9.61538461538461,52,40,2001,2080
"50887",1255031,1255031,26000,6,11.6279069767442,52,43,2001,2236
"50888",1255170,1255170,75000,6,28.8461538461538,52,50,2001,2600
"50889",1255171,1255171,45000,6,13.3136094674556,52,65,2001,3380
"50890",1255172,1255172,0,6,10,0,0,2001,0
"50891",1256002,1256002,0,0,NA,0,0,2001,0
"50892",1256003,1256003,30000,6,11.5384615384615,52,50,2001,2600
"50893",1256021,1256021,18000,6,21.6346153846154,52,16,2001,832
"50894",1256174,1256174,0,0,NA,0,0,2001,0
"50895",1256175,1256175,3000,6,5.43478260869565,23,24,2001,552
"50896",1257001,1257001,0,0,NA,0,0,2001,0
"50897",1257002,1257002,0,0,NA,0,0,2001,0
"50898",1258001,1258001,0,0,NA,0,0,2001,0
"50899",1258002,1258002,0,0,NA,0,0,2001,0
"50900",1258003,1258003,17000,6,16.3461538461538,52,20,2001,1040
"50901",1258004,1258004,40000,6,19.2307692307692,52,40,2001,2080
"50902",1258005,1258005,36000,6,15.3846153846154,52,45,2001,2340
"50903",1258030,1258030,0,0,NA,0,0,2001,0
"50904",1258031,1258031,0,0,NA,0,0,2001,0
"50905",1258032,1258032,0,0,NA,0,0,2001,0
"50906",1258033,1258033,0,0,NA,0,0,2001,0
"50907",1258034,1258034,0,0,NA,0,0,2001,0
"50908",1258170,1258170,105000,6,50.4807692307692,52,40,2001,2080
"50909",1258171,1258171,7000,6,5.38461538461539,52,25,2001,1300
"50910",1258172,1258172,12000,6,11.5384615384615,52,20,2001,1040
"50911",1258173,1258173,0,0,NA,0,0,2001,0
"50912",1258174,1258174,0,0,NA,0,0,2001,0
"50913",1258175,1258175,34000,6,16.3461538461538,52,40,2001,2080
"50914",1260002,1260002,0,0,NA,0,0,2001,0
"50915",1260004,1260004,37500,6,12.0192307692308,52,60,2001,3120
"50916",1260006,1260006,37600,6,18.0769230769231,52,40,2001,2080
"50917",1260007,1260007,40000,6,17.0940170940171,52,45,2001,2340
"50918",1260008,1260008,20000,6,20.2020202020202,45,22,2001,990
"50919",126003,126003,17000,6,7.26495726495726,52,45,2001,2340
"50920",1260035,1260035,35000,6,13.4615384615385,52,50,2001,2600
"50921",1260039,1260039,NA,9,NA,52,40,2001,2080
"50922",1260040,1260040,24000,6,13.953488372093,43,40,2001,1720
"50923",1260041,1260041,0,0,NA,0,0,2001,0
"50924",1260042,1260042,0,0,NA,0,0,2001,0
"50925",1260043,1260043,0,0,NA,0,0,2001,0
"50926",1260044,1260044,0,0,NA,0,0,2001,0
"50927",1260177,1260177,0,0,NA,0,0,2001,0
"50928",1260178,1260178,35000,6,16.025641025641,52,42,2001,2184
"50929",1260180,1260180,81000,6,40.9919028340081,52,38,2001,1976
"50930",1260181,1260181,34000,6,16.3461538461538,52,40,2001,2080
"50931",1260182,1260182,8000,6,3.84615384615385,52,40,2001,2080
"50932",1260184,1260184,40000,6,15.3846153846154,52,50,2001,2600
"50933",1260188,1260188,0,0,NA,0,0,2001,0
"50934",1260189,1260189,20000,6,8.54700854700855,52,45,2001,2340
"50935",1260190,1260190,0,0,NA,0,0,2001,0
"50936",1260191,1260191,0,0,NA,0,0,2001,0
"50937",1260192,1260192,0,0,NA,0,0,2001,0
"50938",1260193,1260193,0,0,NA,0,0,2001,0
"50939",126030,126030,0,0,NA,0,0,2001,0
"50940",1261001,1261001,NA,6,NA,52,60,2001,3120
"50941",1261002,1261002,13000,6,7.35294117647059,52,34,2001,1768
"50942",1261003,1261003,0,0,NA,0,0,2001,0
"50943",1261030,1261030,300,6,0.29,52,20,2001,1040
"50944",126177,126177,17000,6,8.17307692307692,52,40,2001,2080
"50945",1263002,1263002,27000,6,12.9807692307692,52,40,2001,2080
"50946",1263170,1263170,0,0,NA,0,0,2001,0
"50947",1266002,1266002,0,0,NA,0,0,2001,0
"50948",1266030,1266030,NA,9,NA,27,50,2001,1350
"50949",1266031,1266031,0,0,NA,0,0,2001,0
"50950",1266173,1266173,30000,6,0.578079235393865,52,998,2001,51896
"50951",1266175,1266175,0,0,NA,0,0,2001,0
"50952",1267021,1267021,31200,6,15,52,40,2001,2080
"50953",1267031,1267031,33000,6,15.8653846153846,52,40,2001,2080
"50954",1267032,1267032,0,0,NA,0,0,2001,0
"50955",1267170,1267170,0,0,NA,0,0,2001,0
"50956",1267171,1267171,0,9,NA,0,0,2001,0
"50957",1268001,1268001,0,0,NA,0,0,2001,0
"50958",1268002,1268002,0,0,NA,0,0,2001,0
"50959",1269003,1269003,18000,6,8.65384615384615,52,40,2001,2080
"50960",1269030,1269030,27000,6,12.9807692307692,52,40,2001,2080
"50961",1269031,1269031,18000,6,8.65384615384615,52,40,2001,2080
"50962",1269032,1269032,0,0,NA,0,0,2001,0
"50963",1269033,1269033,0,0,NA,0,0,2001,0
"50964",1269034,1269034,0,0,NA,0,0,2001,0
"50965",1269035,1269035,0,0,NA,0,0,2001,0
"50966",1269036,1269036,0,0,NA,0,0,2001,0
"50967",1269170,1269170,41000,6,19.7115384615385,52,40,2001,2080
"50968",1269171,1269171,22000,6,8.46153846153846,52,50,2001,2600
"50969",1269172,1269172,0,0,NA,0,0,2001,0
"50970",1269173,1269173,176000,6,84.6153846153846,52,40,2001,2080
"50971",1269174,1269174,35000,6,22.4358974358974,52,30,2001,1560
"50972",1269175,1269175,16000,6,8,50,40,2001,2000
"50973",1269176,1269176,NA,9,NA,52,20,2001,1040
"50974",1269177,1269177,0,0,NA,0,0,2001,0
"50975",1270001,1270001,51000,6,24.5192307692308,52,40,2001,2080
"50976",1270002,1270002,15800,6,7.99595141700405,52,38,2001,1976
"50977",127003,127003,35000,6,16.8269230769231,52,40,2001,2080
"50978",1270030,1270030,31000,6,11.9230769230769,52,50,2001,2600
"50979",1270032,1270032,0,0,NA,0,0,2001,0
"50980",1270033,1270033,0,0,NA,0,0,2001,0
"50981",127004,127004,36000,6,16.4835164835165,52,42,2001,2184
"50982",1270171,1270171,29000,6,13.9423076923077,52,40,2001,2080
"50983",1270174,1270174,40000,6,15.3846153846154,52,50,2001,2600
"50984",1270176,1270176,28000,6,16.374269005848,45,38,2001,1710
"50985",1270178,1270178,0,0,NA,0,0,2001,0
"50986",127030,127030,27000,6,9.44055944055944,52,55,2001,2860
"50987",127031,127031,45000,6,21.6346153846154,52,40,2001,2080
"50988",127032,127032,15000,6,4.80769230769231,52,60,2001,3120
"50989",127033,127033,0,0,NA,0,0,2001,0
"50990",127034,127034,0,0,NA,0,0,2001,0
"50991",1271002,1271002,0,0,NA,0,0,2001,0
"50992",1271003,1271003,38000,6,18.2692307692308,52,40,2001,2080
"50993",1271030,1271030,22000,6,10.5769230769231,52,40,2001,2080
"50994",1271031,1271031,0,0,NA,0,0,2001,0
"50995",1271170,1271170,51000,6,26.5072765072765,52,37,2001,1924
"50996",127170,127170,35000,6,15.8730158730159,49,45,2001,2205
"50997",127171,127171,61000,6,26.0683760683761,52,45,2001,2340
"50998",127172,127172,NA,9,NA,52,50,2001,2600
"50999",127173,127173,0,0,NA,0,0,2001,0
"51000",127174,127174,14000,6,8.97435897435897,52,30,2001,1560
"51001",1274003,1274003,67000,6,36.8131868131868,52,35,2001,1820
"51002",1274031,1274031,0,0,NA,0,0,2001,0
"51003",1274032,1274032,0,0,NA,0,0,2001,0
"51004",1274033,1274033,0,0,NA,0,0,2001,0
"51005",1274172,1274172,75700,6,41.5934065934066,52,35,2001,1820
"51006",1275001,1275001,0,0,NA,0,0,2001,0
"51007",1275003,1275003,52000,6,27.027027027027,52,37,2001,1924
"51008",1275004,1275004,28000,6,13.1332082551595,52,41,2001,2132
"51009",1275005,1275005,1e+05,6,38.4615384615385,52,50,2001,2600
"51010",1275006,1275006,90000,6,43.2692307692308,52,40,2001,2080
"51011",1275030,1275030,0,0,NA,0,0,2001,0
"51012",1275031,1275031,0,0,NA,0,0,2001,0
"51013",1275032,1275032,0,0,NA,0,0,2001,0
"51014",1275033,1275033,0,0,NA,0,0,2001,0
"51015",1275171,1275171,22000,6,10.5769230769231,52,40,2001,2080
"51016",1275174,1275174,72000,6,34.6153846153846,52,40,2001,2080
"51017",1275175,1275175,40000,6,17.7777777777778,45,50,2001,2250
"51018",128001,128001,600,6,5.76923076923077,52,2,2001,104
"51019",128002,128002,0,0,NA,0,0,2001,0
"51020",128003,128003,67000,6,32.2115384615385,52,40,2001,2080
"51021",128004,128004,81000,6,34.6153846153846,52,45,2001,2340
"51022",128005,128005,28000,6,13.4615384615385,52,40,2001,2080
"51023",128006,128006,78000,6,33.3333333333333,52,45,2001,2340
"51024",128030,128030,0,0,NA,0,0,2001,0
"51025",128031,128031,0,0,NA,0,0,2001,0
"51026",128032,128032,0,0,NA,0,0,2001,0
"51027",128033,128033,0,0,NA,0,0,2001,0
"51028",1281002,1281002,37000,6,18.7246963562753,52,38,2001,1976
"51029",1281003,1281003,110000,6,35.2564102564103,52,60,2001,3120
"51030",1281004,1281004,20000,6,12.0192307692308,52,32,2001,1664
"51031",1281005,1281005,NA,9,NA,52,45,2001,2340
"51032",1281031,1281031,16000,6,11.43,40,35,2001,1400
"51033",1281032,1281032,0,0,NA,0,0,2001,0
"51034",1281033,1281033,0,0,NA,0,0,2001,0
"51035",1281034,1281034,0,0,NA,0,0,2001,0
"51036",1281035,1281035,0,0,NA,0,0,2001,0
"51037",1281036,1281036,0,0,NA,0,0,2001,0
"51038",1281170,1281170,75000,6,36.0576923076923,52,40,2001,2080
"51039",1281172,1281172,NA,9,NA,52,37,2001,1924
"51040",1281173,1281173,20000,6,10.989010989011,52,35,2001,1820
"51041",128172,128172,28000,6,15.8371040723982,52,34,2001,1768
"51042",128174,128174,47000,6,18.0769230769231,52,50,2001,2600
"51043",1282001,1282001,0,0,NA,0,0,2001,0
"51044",1282002,1282002,0,0,NA,0,0,2001,0
"51045",1282003,1282003,85000,6,38.9194139194139,52,42,2001,2184
"51046",1282004,1282004,50000,6,27.4725274725275,52,35,2001,1820
"51047",1282005,1282005,30000,6,14.4230769230769,52,40,2001,2080
"51048",1282030,1282030,38000,6,20.8791208791209,52,35,2001,1820
"51049",1282031,1282031,56000,6,21.5384615384615,52,50,2001,2600
"51050",1282032,1282032,27000,6,12.9807692307692,52,40,2001,2080
"51051",1282033,1282033,0,6,15.38,0,0,2001,0
"51052",1282034,1282034,0,0,NA,0,0,2001,0
"51053",1282035,1282035,53000,6,29.1208791208791,52,35,2001,1820
"51054",1282036,1282036,5000,6,9.62,13,40,2001,520
"51055",1282170,1282170,90000,6,43.2692307692308,52,40,2001,2080
"51056",1282176,1282176,70000,6,33.6538461538462,52,40,2001,2080
"51057",1284001,1284001,92000,6,44.2307692307692,52,40,2001,2080
"51058",1284002,1284002,0,0,NA,0,0,2001,0
"51059",1284003,1284003,3e+05,6,96.1538461538462,52,60,2001,3120
"51060",1284004,1284004,3e+05,6,115.384615384615,52,50,2001,2600
"51061",1284030,1284030,75000,6,28.8461538461538,52,50,2001,2600
"51062",1284031,1284031,0,0,NA,0,0,2001,0
"51063",1284032,1284032,0,0,NA,0,0,2001,0
"51064",1284033,1284033,0,0,NA,0,0,2001,0
"51065",1284034,1284034,0,0,NA,0,0,2001,0
"51066",1284035,1284035,0,0,NA,0,0,2001,0
"51067",1284170,1284170,0,0,NA,0,0,2001,0
"51068",1284171,1284171,0,0,NA,0,0,2001,0
"51069",1284172,1284172,55000,6,26.4423076923077,52,40,2001,2080
"51070",1285001,1285001,0,0,NA,0,0,2001,0
"51071",1285002,1285002,0,0,NA,0,0,2001,0
"51072",1285004,1285004,60000,6,38.4615384615385,52,30,2001,1560
"51073",1285005,1285005,40000,6,30.7692307692308,52,25,2001,1300
"51074",1285030,1285030,0,0,NA,0,0,2001,0
"51075",1285031,1285031,0,0,NA,0,0,2001,0
"51076",1285032,1285032,0,0,NA,0,0,2001,0
"51077",1285033,1285033,0,0,NA,0,0,2001,0
"51078",1285171,1285171,2e+06,6,549.450549450549,52,70,2001,3640
"51079",1285172,1285172,95000,6,33.2167832167832,52,55,2001,2860
"51080",1286001,1286001,30000,6,28.8461538461538,52,20,2001,1040
"51081",1286002,1286002,0,0,NA,0,0,2001,0
"51082",1286004,1286004,5500,6,13.2211538461538,52,8,2001,416
"51083",1286005,1286005,NA,9,NA,47,45,2001,2115
"51084",1286030,1286030,25000,6,12.0192307692308,52,40,2001,2080
"51085",1286032,1286032,0,0,NA,0,0,2001,0
"51086",1286033,1286033,0,0,NA,0,0,2001,0
"51087",1286171,1286171,365000,6,175.480769230769,52,40,2001,2080
