"","KID","LW_std","LW_raw","PC_std","PC_raw","AP_std","AP_raw","DigSpan","BPE","BPN","year"
"3722",250032,88,33,102,22,105,33,11,3,1,2002
"3723",257037,111,51,106,30,115,45,18,7,8,2002
"3724",257039,120,44,115,23,142,40,19,16,8,2002
"3725",257040,98,29,121,21,91,24,13,5,2,2002
"3726",263038,119,47,115,27,123,39,NA,5,4,2002
"3727",266031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3728",266033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3729",266035,NA,NA,NA,NA,NA,NA,NA,6,2,2002
"3730",277033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3731",280032,117,54,93,28,103,45,11,NA,NA,2002
"3732",280033,101,44,96,23,103,36,9,6,7,2002
"3733",284030,94,38,102,23,109,35,11,9,5,2002
"3734",284031,102,33,130,25,96,26,18,7,3,2002
"3735",297048,121,54,94,29,94,39,14,7,5,2002
"3736",302036,96,50,124,37,123,52,21,5,4,2002
"3737",302037,99,48,137,37,118,46,14,4,3,2002
"3738",308037,99,52,113,36,116,51,17,10,3,2002
"3739",311032,NA,NA,NA,NA,NA,NA,NA,5,0,2002
"3740",311033,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"3741",315030,96,49,97,29,97,41,19,7,0,2002
"3742",319031,127,55,96,30,99,44,26,8,0,2002
"3743",319032,122,47,130,30,123,37,12,7,3,2002
"3744",321032,94,50,105,34,125,54,17,15,7,2002
"3745",321176,96,48,107,31,113,46,14,7,1,2002
"3746",321177,89,46,98,30,98,42,11,7,11,2002
"3747",323032,125,52,118,31,127,45,25,2,1,2002
"3748",323033,122,47,122,28,132,40,15,2,0,2002
"3749",323034,NA,NA,NA,NA,NA,NA,NA,2,2,2002
"3750",327033,117,30,119,16,77,17,12,8,0,2002
"3751",340031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3752",340034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3753",343032,157,55,124,30,134,42,21,3,3,2002
"3754",343033,122,27,140,22,115,24,15,3,1,2002
"3755",344031,165,57,166,43,168,60,26,1,0,2002
"3756",344032,168,57,176,43,171,60,26,3,0,2002
"3757",344033,92,47,99,30,112,47,16,8,2,2002
"3758",344034,92,44,91,24,99,39,12,10,11,2002
"3759",344186,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3760",350030,116,48,120,31,107,37,16,4,3,2002
"3761",350031,118,35,95,12,96,23,8,1,0,2002
"3762",351037,99,52,107,34,96,42,15,6,9,2002
"3763",351038,NA,NA,NA,NA,NA,NA,NA,5,4,2002
"3764",351039,NA,NA,NA,NA,NA,NA,NA,3,2,2002
"3765",354031,78,25,78,10,79,23,9,6,6,2002
"3766",355031,92,49,97,31,99,45,13,10,3,2002
"3767",355032,98,48,92,25,97,39,12,11,7,2002
"3768",355033,108,48,118,31,134,47,14,9,11,2002
"3769",356031,98,32,108,19,120,31,10,0,4,2002
"3770",356032,86,16,72,1,96,22,10,4,1,2002
"3771",361176,102,52,103,32,111,48,13,9,2,2002
"3772",368032,107,44,116,28,118,38,16,4,3,2002
"3773",374030,130,45,140,29,125,34,21,4,0,2002
"3774",375030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3775",375031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3776",377030,120,41,115,21,138,37,13,3,0,2002
"3777",377031,103,22,105,10,110,25,10,3,0,2002
"3778",391031,113,54,119,37,100,45,21,6,3,2002
"3779",391032,NA,NA,NA,NA,NA,NA,NA,6,0,2002
"3780",404033,66,24,68,11,74,25,7,3,6,2002
"3781",404035,101,21,117,14,90,20,9,10,6,2002
"3782",409033,100,21,99,9,97,22,10,11,5,2002
"3783",409177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3784",414038,124,55,111,35,109,48,24,2,2,2002
"3785",414039,NA,NA,NA,NA,NA,NA,NA,11,11,2002
"3786",419033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3787",419034,36,14,49,8,78,28,13,11,10,2002
"3788",419035,99,42,93,22,110,37,12,10,0,2002
"3789",419036,99,43,91,21,81,28,12,4,5,2002
"3790",419037,88,27,99,16,75,20,13,16,13,2002
"3791",428030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3792",428032,114,49,111,29,141,49,25,2,3,2002
"3793",432032,113,46,109,26,96,32,16,10,7,2002
"3794",433031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3795",433034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3796",433037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3797",433038,135,43,115,19,136,34,15,5,0,2002
"3798",433040,108,24,112,13,93,19,7,12,10,2002
"3799",452037,99,43,108,27,100,35,15,9,1,2002
"3800",452038,72,22,76,10,86,24,10,8,13,2002
"3801",452178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3802",452187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3803",455032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3804",455033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3805",455034,84,29,NA,NA,46,12,0,8,7,2002
"3806",459031,136,52,112,26,125,40,25,4,0,2002
"3807",465033,95,42,104,27,85,30,10,12,6,2002
"3808",465034,124,44,125,25,141,39,14,6,0,2002
"3809",473035,102,51,99,30,94,39,16,14,11,2002
"3810",473036,135,39,131,21,128,30,11,1,1,2002
"3811",478038,115,53,108,32,110,46,24,3,1,2002
"3812",478039,NA,NA,NA,NA,NA,NA,NA,15,9,2002
"3813",478040,109,18,0,NA,80,14,7,5,0,2002
"3814",479030,106,42,101,22,97,31,13,2,0,2002
"3815",479031,130,34,124,16,139,31,7,4,0,2002
"3816",486030,110,45,115,28,113,37,19,8,3,2002
"3817",486031,110,18,112,6,103,19,9,11,4,2002
"3818",487035,90,46,97,29,95,40,13,1,0,2002
"3819",487036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3820",487176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3821",490032,136,40,129,21,111,27,13,7,0,2002
"3822",495034,98,40,115,27,98,32,12,7,6,2002
"3823",495035,119,43,124,25,115,32,11,13,12,2002
"3824",495036,NA,NA,NA,NA,NA,NA,NA,NA,1,2002
"3825",495174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3826",496031,95,11,NA,NA,115,20,8,5,1,2002
"3827",496032,86,11,NA,NA,95,17,9,7,0,2002
"3828",496183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3829",496184,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3830",503173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3831",508031,113,53,114,34,128,53,17,1,3,2002
"3832",508032,107,47,100,26,101,37,17,15,6,2002
"3833",508033,113,49,111,29,96,35,15,1,2,2002
"3834",510031,107,19,95,3,96,19,7,8,5,2002
"3835",512031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3836",517030,117,53,107,31,121,49,16,5,0,2002
"3837",517031,107,48,125,33,133,47,20,2,0,2002
"3838",517032,NA,NA,NA,NA,NA,NA,NA,6,5,2002
"3839",517033,105,42,110,25,128,40,15,2,4,2002
"3840",517034,100,30,121,21,139,35,13,1,0,2002
"3841",534032,115,33,110,16,99,25,9,3,1,2002
"3842",544032,102,43,104,25,114,38,24,13,3,2002
"3843",548035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3844",548036,130,55,128,37,124,52,25,9,5,2002
"3845",548037,NA,NA,NA,NA,NA,NA,NA,2,6,2002
"3846",548038,NA,NA,NA,NA,NA,NA,NA,10,4,2002
"3847",548039,129,29,130,15,112,22,15,1,1,2002
"3848",548040,118,23,127,13,112,22,15,1,0,2002
"3849",548189,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3850",556036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3851",556037,107,19,NA,NA,103,21,14,7,0,2002
"3852",557176,84,34,91,20,105,36,11,5,2,2002
"3853",557177,92,35,101,21,104,32,15,3,4,2002
"3854",563043,93,42,106,28,105,39,16,4,6,2002
"3855",563044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3856",563045,103,42,115,27,134,42,13,3,3,2002
"3857",563046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3858",563047,99,13,NA,NA,97,16,14,6,0,2002
"3859",564034,90,31,107,20,93,27,11,15,12,2002
"3860",565031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3861",565032,107,47,101,26,99,36,10,6,8,2002
"3862",565033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3863",565034,111,33,120,20,111,28,8,10,5,2002
"3864",567177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3865",569031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3866",569032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3867",570035,84,45,86,26,86,37,11,1,2,2002
"3868",570036,107,42,112,24,108,33,16,7,4,2002
"3869",573033,121,54,112,33,104,44,19,7,8,2002
"3870",573035,122,52,116,31,105,40,13,9,3,2002
"3871",577032,91,40,96,24,92,33,13,7,5,2002
"3872",581172,74,37,85,23,87,35,9,2,0,2002
"3873",581173,88,42,89,23,93,36,9,2,2,2002
"3874",582032,95,49,110,34,133,55,20,4,1,2002
"3875",582033,96,48,120,34,127,51,20,0,0,2002
"3876",582034,116,47,125,31,114,37,14,5,7,2002
"3877",593030,125,49,113,26,127,40,14,7,2,2002
"3878",593031,136,50,129,29,137,39,12,11,9,2002
"3879",593033,109,22,103,7,129,28,9,0,0,2002
"3880",597035,92,45,96,27,78,30,15,2,3,2002
"3881",597036,109,44,102,23,101,33,16,1,3,2002
"3882",597037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3883",602034,98,47,94,25,93,36,19,1,2,2002
"3884",602035,108,25,121,17,108,25,11,17,14,2002
"3885",605031,118,24,0,NA,118,24,13,8,1,2002
"3886",607040,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3887",607042,91,39,95,23,96,34,11,5,8,2002
"3888",608186,108,48,96,24,106,39,12,4,3,2002
"3889",610033,97,49,80,21,98,41,20,13,4,2002
"3890",613031,131,50,109,24,125,38,17,3,1,2002
"3891",620033,148,56,115,35,123,52,22,2,1,2002
"3892",620035,134,54,125,33,133,49,18,2,0,2002
"3893",620037,116,49,115,30,130,45,15,5,5,2002
"3894",620039,98,35,118,23,138,38,9,10,6,2002
"3895",624172,NA,NA,NA,NA,NA,NA,NA,7,5,2002
"3896",624173,NA,NA,NA,NA,NA,NA,NA,8,3,2002
"3897",625030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3898",625031,120,53,108,31,103,42,12,7,2,2002
"3899",625032,126,51,117,30,124,42,12,2,1,2002
"3900",626044,NA,NA,NA,NA,NA,NA,NA,9,2,2002
"3901",626045,143,52,122,26,132,38,20,9,7,2002
"3902",626047,NA,NA,NA,NA,NA,NA,NA,13,4,2002
"3903",626048,NA,NA,NA,NA,NA,NA,NA,4,5,2002
"3904",626189,NA,NA,NA,NA,NA,NA,NA,6,4,2002
"3905",628034,NA,NA,NA,NA,NA,NA,NA,5,2,2002
"3906",630033,118,54,99,31,117,50,24,0,0,2002
"3907",631035,126,55,111,35,134,56,21,5,0,2002
"3908",632176,59,27,65,14,65,25,6,13,11,2002
"3909",632177,102,41,110,25,106,34,17,11,3,2002
"3910",633041,96,36,106,21,97,29,11,6,4,2002
"3911",633042,94,12,NA,NA,99,17,7,2,0,2002
"3912",634031,99,51,91,27,102,44,20,11,6,2002
"3913",634032,94,42,96,24,96,35,14,6,4,2002
"3914",634034,100,23,113,14,107,25,12,9,0,2002
"3915",636031,93,49,93,29,99,44,11,8,3,2002
"3916",636033,99,41,103,24,106,35,15,12,11,2002
"3917",639032,88,45,94,28,85,35,16,9,2,2002
"3918",644031,127,55,108,34,96,42,14,8,8,2002
"3919",647033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3920",647034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3921",649032,101,51,92,27,111,47,14,8,4,2002
"3922",649033,98,47,112,31,104,41,15,10,6,2002
"3923",649034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3924",650178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3925",652033,107,51,134,37,124,50,17,1,0,2002
"3926",652034,115,49,124,32,126,44,17,9,4,2002
"3927",652035,95,39,92,19,99,33,14,1,0,2002
"3928",652037,117,37,120,21,108,28,10,0,1,2002
"3929",654032,119,49,99,26,100,35,15,6,3,2002
"3930",654033,82,15,83,4,98,23,7,7,9,2002
"3931",655030,107,31,111,17,94,24,11,1,0,2002
"3932",655031,93,14,95,3,91,18,7,0,0,2002
"3933",656031,141,56,123,38,115,51,22,4,3,2002
"3934",656033,170,57,115,33,115,47,30,5,3,2002
"3935",656034,120,52,103,28,120,45,30,1,0,2002
"3936",656035,103,38,109,21,104,30,14,7,5,2002
"3937",664030,123,55,103,33,94,42,13,7,6,2002
"3938",664032,NA,NA,NA,NA,NA,NA,NA,3,7,2002
"3939",664034,125,54,103,30,121,48,14,2,1,2002
"3940",664035,120,53,120,34,115,46,14,2,3,2002
"3941",672172,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3942",672174,NA,NA,NA,NA,NA,NA,NA,3,1,2002
"3943",673032,116,54,101,32,102,45,22,1,0,2002
"3944",673033,NA,NA,NA,NA,NA,NA,NA,7,6,2002
"3945",673174,100,51,114,34,108,46,19,2,1,2002
"3946",674030,NA,NA,NA,NA,NA,NA,NA,10,7,2002
"3947",674031,110,22,95,4,94,19,10,7,10,2002
"3948",677034,120,54,112,34,121,51,15,0,2,2002
"3949",677037,92,36,107,24,99,32,12,10,1,2002
"3950",686036,87,27,101,17,80,22,17,4,2,2002
"3951",687171,NA,NA,NA,NA,NA,NA,NA,6,2,2002
"3952",691030,107,53,104,33,87,37,17,14,11,2002
"3953",691031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3954",691032,103,50,98,28,108,44,17,1,4,2002
"3955",691033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3956",691034,101,44,100,25,110,38,11,0,1,2002
"3957",691035,94,22,91,8,118,28,11,1,0,2002
"3958",691036,104,23,112,13,121,28,16,1,1,2002
"3959",692033,97,51,103,33,90,39,13,2,0,2002
"3960",692038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3961",692039,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3962",694033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3963",694034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3964",698034,112,53,111,33,110,47,24,1,1,2002
"3965",698035,136,55,107,31,119,48,21,8,0,2002
"3966",699033,NA,NA,NA,NA,NA,NA,NA,11,10,2002
"3967",699034,NA,NA,NA,NA,NA,NA,NA,15,11,2002
"3968",699035,135,46,119,22,97,27,14,1,3,2002
"3969",699036,104,19,95,4,98,20,15,3,6,2002
"3970",700032,99,43,108,27,104,36,11,9,2,2002
"3971",700034,138,38,134,21,118,26,9,2,1,2002
"3972",702032,102,39,118,25,119,35,16,5,2,2002
"3973",704030,110,53,119,36,106,46,18,3,3,2002
"3974",704031,100,50,105,31,98,41,17,1,4,2002
"3975",706030,139,42,135,24,104,26,14,8,3,2002
"3976",706171,142,53,108,25,125,40,17,0,1,2002
"3977",706177,112,46,105,25,84,28,9,16,14,2002
"3978",707030,107,46,107,27,101,36,16,1,1,2002
"3979",707032,107,22,101,7,114,25,13,5,2,2002
"3980",709038,110,45,112,27,105,35,16,11,6,2002
"3981",709039,104,32,115,20,138,34,13,3,1,2002
"3982",709040,97,14,131,14,89,16,7,10,7,2002
"3983",711030,87,45,103,32,92,39,15,10,9,2002
"3984",711031,80,37,87,22,101,40,10,5,2,2002
"3985",712034,107,52,99,30,99,42,11,1,3,2002
"3986",713037,NA,NA,NA,NA,NA,NA,NA,8,5,2002
"3987",713039,89,26,101,16,89,24,10,10,2,2002
"3988",713184,NA,NA,NA,NA,NA,NA,NA,9,3,2002
"3989",717033,133,36,128,19,117,26,12,11,6,2002
"3990",719173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"3991",722034,89,23,114,18,93,24,11,0,0,2002
"3992",722035,117,27,112,11,98,21,10,11,3,2002
"3993",725031,106,43,108,25,129,41,23,10,5,2002
"3994",727030,120,54,96,29,105,45,17,5,5,2002
"3995",728032,112,54,92,29,101,46,14,4,5,2002
"3996",728033,111,43,102,21,100,31,13,12,5,2002
"3997",729031,123,54,115,33,120,49,15,3,5,2002
"3998",729032,113,49,100,26,106,39,12,13,14,2002
"3999",729040,88,35,100,23,106,35,13,11,5,2002
"4000",729041,137,47,119,22,142,38,18,6,1,2002
"4001",729042,93,29,121,22,113,30,17,11,4,2002
"4002",729043,100,21,88,5,92,21,8,8,2,2002
"4003",749033,99,52,105,34,84,36,24,14,7,2002
"4004",749034,121,53,117,33,107,43,18,3,0,2002
"4005",749035,122,49,109,26,115,38,19,6,1,2002
"4006",750031,115,54,106,33,108,47,12,17,9,2002
"4007",750032,98,34,97,16,117,32,18,4,3,2002
"4008",750033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4009",750034,86,14,91,4,94,20,11,5,0,2002
"4010",751035,100,52,108,34,112,49,22,8,4,2002
"4011",751037,84,31,94,18,96,30,9,3,0,2002
"4012",751038,98,22,92,7,91,21,9,3,0,2002
"4013",751039,82,8,NA,NA,80,12,3,7,0,2002
"4014",759031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4015",760030,115,38,112,19,109,29,17,1,1,2002
"4016",760172,102,49,111,31,112,44,14,1,1,2002
"4017",760173,100,41,109,25,131,41,15,2,1,2002
"4018",760176,103,41,125,29,117,36,22,7,0,2002
"4019",762031,155,56,128,35,125,48,18,3,0,2002
"4020",762174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4021",762175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4022",769033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4023",769035,111,51,99,28,110,43,16,3,0,2002
"4024",769036,140,55,132,36,121,47,21,8,10,2002
"4025",769037,116,49,127,33,121,42,27,4,1,2002
"4026",769038,111,47,111,28,120,41,13,2,3,2002
"4027",769039,124,43,124,24,122,33,13,3,1,2002
"4028",771031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4029",771032,NA,NA,NA,NA,NA,NA,NA,12,12,2002
"4030",773036,NA,NA,NA,NA,NA,NA,NA,9,6,2002
"4031",773037,88,14,NA,NA,84,17,9,12,8,2002
"4032",774031,NA,NA,NA,NA,NA,NA,NA,2,1,2002
"4033",774032,NA,NA,NA,NA,NA,NA,NA,15,8,2002
"4034",775031,127,44,134,28,100,27,15,7,4,2002
"4035",776030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4036",777031,95,48,96,28,108,45,14,7,5,2002
"4037",779038,93,48,111,33,102,44,23,3,1,2002
"4038",782171,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"4039",783031,112,29,118,16,109,26,15,2,0,2002
"4040",783032,105,18,99,4,116,24,7,1,0,2002
"4041",794030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4042",794031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4043",796032,96,51,103,33,109,49,NA,2,0,2002
"4044",796033,113,54,100,32,126,54,22,0,2,2002
"4045",796034,115,52,95,26,99,40,17,9,0,2002
"4046",814032,118,40,113,20,84,23,11,8,5,2002
"4047",817032,112,23,110,9,109,23,8,5,6,2002
"4048",818030,99,48,97,27,100,40,13,4,1,2002
"4049",818032,125,50,110,27,124,41,16,3,1,2002
"4050",819032,45,23,59,15,49,19,5,9,6,2002
"4051",819033,120,54,109,33,115,49,20,11,9,2002
"4052",819034,102,45,113,29,137,47,12,4,4,2002
"4053",821031,NA,NA,NA,NA,NA,NA,NA,1,5,2002
"4054",823033,113,54,111,35,110,49,24,3,2,2002
"4055",826032,94,30,121,22,82,22,9,11,4,2002
"4056",833035,109,46,115,29,100,35,13,8,2,2002
"4057",833036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4058",833180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4059",833181,89,43,86,22,102,41,17,8,1,2002
"4060",834034,136,53,117,30,120,41,17,3,5,2002
"4061",834035,96,38,103,22,87,27,12,10,9,2002
"4062",835030,129,53,101,27,114,42,14,3,0,2002
"4063",835031,108,43,120,28,114,36,14,2,1,2002
"4064",838030,178,57,187,43,139,51,25,9,5,2002
"4065",838031,149,55,120,31,113,40,27,9,9,2002
"4066",840041,84,30,94,17,101,31,14,NA,NA,2002
"4067",840042,106,30,110,16,91,23,13,9,3,2002
"4068",840043,88,20,92,9,90,22,15,5,3,2002
"4069",840044,120,27,NA,NA,94,19,12,0,1,2002
"4070",840191,56,29,56,15,77,31,13,17,14,2002
"4071",844032,NA,NA,NA,NA,NA,NA,NA,8,2,2002
"4072",844033,NA,NA,NA,NA,NA,NA,NA,13,7,2002
"4073",844034,111,40,108,20,110,31,16,3,2,2002
"4074",846030,95,48,93,27,91,37,13,8,5,2002
"4075",846040,136,55,86,23,97,40,20,4,1,2002
"4076",846043,82,31,102,23,95,31,12,5,1,2002
"4077",846044,106,41,98,19,98,30,13,5,6,2002
"4078",846045,102,20,111,11,70,14,5,4,5,2002
"4079",853030,139,32,NA,NA,96,17,10,9,3,2002
"4080",856033,NA,NA,NA,NA,NA,NA,NA,1,4,2002
"4081",856034,102,51,98,29,90,37,11,5,5,2002
"4082",856035,92,44,112,31,93,36,10,8,8,2002
"4083",856036,96,46,98,27,78,29,13,11,3,2002
"4084",856038,113,45,115,27,123,39,14,11,5,2002
"4085",857030,73,35,84,22,86,34,10,1,0,2002
"4086",857031,53,23,64,13,94,36,13,13,10,2002
"4087",863032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4088",863033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4089",863034,112,47,101,25,122,41,NA,5,1,2002
"4090",863035,107,39,126,26,124,35,NA,3,3,2002
"4091",866032,96,50,88,26,98,43,14,8,1,2002
"4092",866033,97,49,120,35,110,46,16,9,3,2002
"4093",868031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4094",868034,110,44,107,24,96,31,18,6,3,2002
"4095",868036,82,25,85,12,71,18,8,9,6,2002
"4096",868037,110,21,103,6,95,19,9,4,3,2002
"4097",875035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4098",875036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4099",880030,94,50,114,36,94,42,23,12,6,2002
"4100",880031,101,51,94,28,99,42,17,6,4,2002
"4101",880033,103,32,110,18,106,28,12,11,11,2002
"4102",891031,112,42,120,25,84,25,10,9,4,2002
"4103",891032,116,35,126,22,87,22,13,13,0,2002
"4104",893031,112,49,110,29,120,43,15,6,6,2002
"4105",893032,105,17,106,5,112,22,7,6,0,2002
"4106",897034,110,53,99,31,103,45,20,NA,5,2002
"4107",897035,99,39,117,26,103,32,12,9,8,2002
"4108",898033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4109",898034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4110",898035,90,26,97,14,97,26,12,3,2,2002
"4111",899032,115,54,111,35,94,41,16,11,7,2002
"4112",899033,93,48,102,31,87,36,21,3,10,2002
"4113",908036,95,40,92,20,124,41,15,2,2,2002
"4114",908037,94,30,95,14,91,25,13,6,4,2002
"4115",909032,NA,NA,NA,NA,NA,NA,NA,9,6,2002
"4116",910036,NA,NA,NA,NA,NA,NA,NA,2,2,2002
"4117",913031,124,51,128,33,126,43,22,4,3,2002
"4118",915030,98,51,95,30,111,49,16,6,3,2002
"4119",915031,96,50,93,28,95,41,17,8,1,2002
"4120",915032,91,45,97,28,99,41,19,8,2,2002
"4121",915033,96,49,103,31,112,47,17,2,5,2002
"4122",915034,97,48,117,33,115,46,18,3,4,2002
"4123",915035,89,41,92,23,105,40,13,8,5,2002
"4124",916036,98,40,93,19,104,34,11,8,3,2002
"4125",916184,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4126",916190,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4127",916191,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4128",920030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4129",920031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4130",922031,97,45,116,31,116,43,16,5,0,2002
"4131",922032,96,41,89,19,90,31,9,6,1,2002
"4132",922033,94,32,97,16,115,32,14,0,0,2002
"4133",922034,100,30,112,18,109,28,14,1,0,2002
"4134",922035,112,27,119,16,121,28,11,6,3,2002
"4135",922036,113,27,118,16,130,29,11,6,4,2002
"4136",931032,113,40,125,25,97,28,14,1,2,2002
"4137",931033,114,25,120,14,98,21,12,10,1,2002
"4138",935030,124,53,109,30,112,43,23,8,6,2002
"4139",935031,99,48,100,28,95,37,14,5,3,2002
"4140",935032,101,43,117,30,131,43,12,13,8,2002
"4141",935034,130,45,98,16,118,32,10,5,2,2002
"4142",939033,128,33,130,19,118,26,11,1,0,2002
"4143",941034,109,53,113,35,106,46,17,4,1,2002
"4144",941037,105,34,118,21,109,29,11,7,3,2002
"4145",941038,116,23,126,13,132,27,12,7,3,2002
"4146",941039,102,17,99,4,91,18,7,7,5,2002
"4147",941184,98,41,104,25,103,35,17,6,3,2002
"4148",941187,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4149",946030,93,43,109,29,102,39,16,9,3,2002
"4150",952032,106,52,94,29,122,51,13,2,0,2002
"4151",961034,83,43,95,29,99,43,18,7,5,2002
"4152",961035,91,46,103,31,104,44,19,11,2,2002
"4153",961036,84,31,93,18,95,30,19,9,7,2002
"4154",961037,108,41,131,29,128,37,15,5,1,2002
"4155",961038,109,24,109,11,117,26,13,3,2,2002
"4156",964032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4157",964035,95,44,94,24,91,34,9,7,4,2002
"4158",970032,89,48,NA,NA,91,40,16,6,2,2002
"4159",970033,NA,NA,NA,NA,NA,NA,NA,6,3,2002
"4160",971030,104,23,106,11,92,21,9,11,2,2002
"4161",976033,89,38,90,20,113,39,14,10,2,2002
"4162",980030,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"4163",980031,NA,NA,NA,NA,NA,NA,NA,5,1,2002
"4164",982032,NA,NA,NA,NA,NA,NA,NA,10,2,2002
"4165",998032,123,42,122,23,127,34,14,2,0,2002
"4166",998033,119,27,125,15,107,23,12,6,2,2002
"4167",999031,95,48,98,29,98,41,16,6,0,2002
"4168",999032,89,40,88,21,91,33,12,3,1,2002
"4169",999033,100,40,106,23,125,38,16,4,5,2002
"4170",999034,109,43,122,28,101,32,17,3,4,2002
"4171",1000031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4172",1000032,91,48,101,32,115,50,15,4,1,2002
"4173",1000033,148,56,122,36,130,54,22,0,0,2002
"4174",1000034,88,43,100,29,119,47,21,4,1,2002
"4175",1000035,102,47,99,26,129,47,19,0,0,2002
"4176",1013031,97,47,103,29,112,44,15,4,4,2002
"4177",1013032,101,49,109,31,120,47,22,0,0,2002
"4178",1013033,114,45,114,26,106,34,13,0,0,2002
"4179",1014032,95,21,109,13,105,25,11,1,0,2002
"4180",1028039,NA,NA,NA,NA,NA,NA,NA,4,0,2002
"4181",1028040,NA,NA,NA,NA,NA,NA,NA,12,6,2002
