"","KID","m_pc_st","m_pc_raw"
"2356",5170038,NA,NA
"2357",5170040,NA,NA
"2358",5170041,84,29
"2359",5170042,97,33
"2360",5170043,82,28
"2361",5170185,88,30
"2362",5171032,97,34
"2363",5177033,91,32
"2364",5177035,91,32
"2365",5177036,97,33
"2366",5180032,100,34
"2367",5182040,124,39
"2368",5182041,124,39
"2369",5182042,NA,NA
"2370",5182043,91,31
"2371",5182044,84,29
"2372",5182045,91,31
"2373",5182046,85,28
"2374",5182047,84,28
"2375",5182048,84,29
"2376",5199035,81,28
"2377",5215032,105,36
"2378",5215033,105,36
"2379",5216171,96,32
"2380",5219035,NA,NA
"2381",5219193,NA,NA
"2382",5230039,97,32
"2383",5230041,93,31
"2384",5230042,112,37
"2385",5230196,77,25
"2386",5230197,77,25
"2387",5234030,74,23
"2388",5234031,74,23
"2389",5241172,85,29
"2390",5259039,NA,NA
"2391",5264031,105,36
"2392",5264032,105,36
"2393",5274031,90,27
"2394",5274032,90,27
"2395",5281032,107,35
"2396",5287032,93,33
"2397",5287034,92,31
"2398",5287035,72,24
"2399",5287036,72,24
"2400",5287186,70,21
"2401",5287193,NA,NA
"2402",5287194,93,33
"2403",5290034,82,28
"2404",5290185,NA,NA
"2405",5292039,80,25
"2406",5292040,37,12
"2407",5292043,37,12
"2408",5299040,67,19
"2409",5299041,NA,NA
"2410",5299042,NA,NA
"2411",5299043,103,35
"2412",5299047,67,19
"2413",5299050,103,35
"2414",5299055,NA,NA
"2415",5299056,84,29
"2416",5299057,84,29
"2417",5299058,106,34
"2418",5299177,NA,NA
"2419",5299178,NA,NA
"2420",5302037,NA,NA
"2421",5302182,104,35
"2422",5305034,93,31
"2423",5305035,93,31
"2424",5305036,100,34
"2425",5305037,100,34
"2426",5306032,76,25
"2427",5306033,NA,NA
"2428",5306173,84,28
"2429",5308032,96,32
"2430",5308033,101,35
"2431",5314032,82,28
"2432",5314034,82,28
"2433",5314035,79,27
"2434",5314036,79,27
"2435",5314037,79,27
"2436",5314038,79,27
"2437",5315034,99,35
"2438",5315036,99,35
"2439",5321033,NA,NA
"2440",5323030,NA,NA
"2441",5332041,75,25
"2442",5332042,72,24
"2443",5332043,97,32
"2444",5332187,75,25
"2445",5335035,NA,NA
"2446",5335036,NA,NA
"2447",5336030,78,27
"2448",5343179,79,23
"2449",5343180,79,23
"2450",5348032,87,30
"2451",5348033,74,24
"2452",5348034,87,30
"2453",5350037,82,28
"2454",5350039,84,28
"2455",5350178,82,28
"2456",5363032,90,31
"2457",5363033,NA,NA
"2458",5363034,NA,NA
"2459",5363035,90,31
"2460",5366047,NA,NA
"2461",5366048,85,29
"2462",5366049,NA,NA
"2463",5366193,NA,NA
"2464",5366195,NA,NA
"2465",5375030,87,30
"2466",5379032,86,29
"2467",5379033,86,29
"2468",5381032,NA,NA
"2469",5392035,NA,NA
"2470",5392038,95,33
"2471",5392039,97,34
"2472",5392040,97,34
"2473",5393036,97,32
"2474",5393037,94,33
"2475",5393038,71,22
"2476",5393179,69,23
"2477",5395035,NA,NA
"2478",5395037,86,29
"2479",5396034,86,29
"2480",5397033,NA,NA
"2481",5397034,NA,NA
"2482",5397036,NA,NA
"2483",5403030,86,30
"2484",5403174,86,30
"2485",5406033,NA,NA
"2486",5406176,NA,NA
"2487",5416035,52,17
"2488",5417182,84,28
"2489",5417183,84,28
"2490",5424033,90,31
"2491",5424034,90,31
"2492",5425033,72,24
"2493",5425034,72,24
"2494",5429031,NA,NA
"2495",5429032,NA,NA
"2496",5429033,55,18
"2497",5429035,55,18
"2498",5430043,80,24
"2499",5430044,59,19
"2500",5430045,NA,NA
"2501",5430046,84,29
"2502",5430047,NA,NA
"2503",5430050,75,25
"2504",5430052,87,30
"2505",5430053,84,29
"2506",5430184,59,19
"2507",5430195,75,21
"2508",5430196,66,22
"2509",5430197,90,31
"2510",5430198,90,31
"2511",5440032,84,29
"2512",5440033,84,29
"2513",5442174,NA,NA
"2514",5442175,NA,NA
"2515",5442177,77,26
"2516",5442178,77,26
"2517",5443037,NA,NA
"2518",5446032,84,27
"2519",5447032,74,25
"2520",5447033,74,25
"2521",5447034,53,17
"2522",5449033,82,28
"2523",5449034,78,26
"2524",5451030,82,27
"2525",5458035,91,29
"2526",5458036,87,28
"2527",5458037,76,24
"2528",5458173,NA,NA
"2529",5459032,73,25
"2530",5462031,NA,NA
"2531",5462032,89,30
"2532",5462033,NA,NA
"2533",5462034,104,35
"2534",5462035,89,30
"2535",5462036,82,28
"2536",5463040,84,29
"2537",5463041,NA,NA
"2538",5463044,108,36
"2539",5463045,82,28
"2540",5463180,NA,NA
"2541",5464040,NA,NA
"2542",5464041,92,32
"2543",5464042,NA,NA
"2544",5464043,90,31
"2545",5464183,90,31
"2546",5476030,78,27
"2547",5478032,NA,NA
"2548",5478033,NA,NA
"2549",5478034,88,30
"2550",5479031,44,14
"2551",5488031,78,27
"2552",5491033,150,42
"2553",5491034,149,42
"2554",5493039,NA,NA
"2555",5493042,NA,NA
"2556",5495032,84,29
"2557",5495033,97,34
"2558",5495034,84,29
"2559",5495176,160,43
"2560",5499032,NA,NA
"2561",5499033,NA,NA
"2562",5499036,79,26
"2563",5501039,92,31
"2564",5501041,80,27
"2565",5501044,80,27
"2566",5501182,NA,NA
"2567",5503032,80,27
"2568",5503176,61,20
"2569",5503185,61,20
"2570",5521171,NA,NA
"2571",5526044,91,31
"2572",5526046,91,31
"2573",5526047,NA,NA
"2574",5526048,NA,NA
"2575",5526049,100,34
"2576",5526196,NA,NA
"2577",5526197,82,27
"2578",5527031,79,27
"2579",5534032,82,28
"2580",5537037,NA,NA
"2581",5537038,93,33
"2582",5537039,NA,NA
"2583",5537041,NA,NA
"2584",5537042,93,33
"2585",5537044,NA,NA
"2586",5537180,NA,NA
"2587",5539036,NA,NA
"2588",5539037,82,27
"2589",5539038,NA,NA
"2590",5539039,NA,NA
"2591",5539040,94,31
"2592",5539184,83,28
"2593",5539187,83,28
"2594",5539191,86,30
"2595",5542032,95,31
"2596",5547035,NA,NA
"2597",5547040,84,29
"2598",5547041,84,29
"2599",5548036,NA,NA
"2600",5548037,NA,NA
"2601",5548038,NA,NA
"2602",5548042,NA,NA
"2603",5549033,NA,NA
"2604",5549034,82,27
"2605",5549036,82,27
"2606",5553031,115,37
"2607",5559034,14,6
"2608",5559036,NA,NA
"2609",5559037,79,27
"2610",5560040,77,26
"2611",5560041,77,26
"2612",5560042,78,26
"2613",5562032,NA,NA
"2614",5565176,85,27
"2615",5569038,79,25
"2616",5569039,79,25
"2617",5569180,98,33
"2618",5569181,98,33
"2619",5569183,89,30
"2620",5569197,79,26
"2621",5569198,88,30
"2622",5570041,92,30
"2623",5570042,77,26
"2624",5570043,77,26
"2625",5570044,NA,NA
"2626",5570047,89,30
"2627",5570189,89,28
"2628",5570200,84,29
"2629",5570201,84,29
"2630",5570204,91,31
"2631",5573041,65,20
"2632",5573042,NA,NA
"2633",5573043,82,27
"2634",5573044,NA,NA
"2635",5576037,38,9
"2636",5576038,85,29
"2637",5576041,66,21
"2638",5576176,NA,NA
"2639",5584033,122,39
"2640",5592031,77,26
"2641",5592032,77,26
"2642",5592033,NA,NA
"2643",5592177,81,26
"2644",5592179,81,26
"2645",5600030,84,29
"2646",5600032,84,29
"2647",5608030,82,26
"2648",5608031,82,26
"2649",5610031,80,24
"2650",5610032,80,24
"2651",5610033,NA,NA
"2652",5610034,NA,NA
"2653",5612037,76,26
"2654",5612039,82,28
"2655",5612040,82,28
"2656",5612041,76,26
"2657",5612042,112,37
"2658",5613041,94,31
"2659",5613043,62,19
"2660",5613044,90,29
"2661",5613045,79,27
"2662",5613046,79,27
"2663",5613048,57,18
"2664",5613049,70,21
"2665",5613191,71,24
"2666",5614034,92,31
"2667",5614036,73,25
"2668",5614037,92,31
"2669",5614038,85,25
"2670",5614180,101,34
"2671",5615037,86,30
"2672",5615038,81,28
"2673",5615182,81,28
"2674",5619037,NA,NA
"2675",5619038,NA,NA
"2676",5619039,87,29
"2677",5621031,105,36
"2678",5621032,94,33
"2679",5621033,93,33
"2680",5621034,81,27
"2681",5623046,129,40
"2682",5623047,84,29
"2683",5623048,84,29
"2684",5623049,84,27
"2685",5623053,92,29
"2686",5623054,NA,NA
"2687",5623055,84,24
"2688",5625032,92,32
"2689",5626034,86,28
"2690",5626035,68,23
"2691",5628033,NA,NA
"2692",5628035,NA,NA
"2693",5628037,79,26
"2694",5628041,79,26
"2695",5628175,72,24
"2696",5628183,81,23
"2697",5635039,93,30
"2698",5635043,NA,NA
"2699",5635180,93,30
"2700",5635183,90,29
"2701",5635192,90,31
"2702",5640033,87,30
"2703",5640035,87,30
"2704",5641037,70,22
"2705",5641038,70,22
"2706",5642032,93,31
"2707",5643030,89,29
"2708",5643031,89,29
"2709",5646035,90,31
"2710",5646038,90,31
"2711",5653033,85,29
"2712",5653034,85,29
"2713",5655035,91,30
"2714",5655037,82,27
"2715",5655040,82,27
"2716",5656044,NA,NA
"2717",5656045,100,34
"2718",5660030,96,33
"2719",5660031,96,33
"2720",5663046,85,29
"2721",5663047,72,24
"2722",5663048,NA,NA
"2723",5663049,77,25
"2724",5663050,85,29
"2725",5663052,72,24
"2726",5663053,83,28
"2727",5664032,97,34
"2728",5664033,97,34
"2729",5676034,NA,NA
"2730",5677040,59,18
"2731",5677043,73,21
"2732",5678034,79,25
"2733",5678036,79,25
"2734",5678037,72,24
"2735",5678038,78,25
"2736",5678039,72,24
"2737",5678041,78,25
"2738",5680031,82,27
"2739",5680032,69,23
"2740",5680033,82,27
"2741",5680034,69,23
"2742",5681041,89,30
"2743",5681042,89,30
"2744",5683041,84,29
"2745",5683042,82,28
"2746",5683043,84,29
"2747",5683183,79,26
"2748",5684038,138,41
"2749",5684039,NA,NA
"2750",5684040,NA,NA
"2751",5684041,37,12
"2752",5684198,NA,NA
"2753",5684201,NA,NA
"2754",5689198,84,29
"2755",5693042,NA,NA
"2756",5693049,63,20
"2757",5693196,NA,NA
"2758",5693204,68,21
"2759",5698034,NA,NA
"2760",5698170,NA,NA
"2761",5706039,92,32
"2762",5706040,131,40
"2763",5706208,131,40
"2764",5706209,111,36
"2765",5714032,104,35
"2766",5714033,104,35
"2767",5715033,97,33
"2768",5715035,97,33
"2769",5748035,69,23
"2770",5748036,69,23
"2771",5749044,91,29
"2772",5749046,66,21
"2773",5749047,91,29
"2774",5749048,66,21
"2775",5750033,74,24
"2776",5770031,94,32
"2777",5771030,NA,NA
"2778",5774032,82,28
"2779",5774033,82,28
"2780",5780031,99,34
"2781",5784032,55,17
"2782",5784037,55,17
"2783",5801033,NA,NA
"2784",5801034,NA,NA
"2785",5801035,83,26
"2786",5812046,59,19
"2787",5812047,59,19
"2788",5812048,NA,NA
"2789",5812050,87,30
"2790",5812051,100,35
"2791",5812052,87,30
"2792",5812053,91,30
"2793",5812054,NA,NA
"2794",5812057,84,29
"2795",5812059,72,24
"2796",5812060,91,30
"2797",5812061,84,29
"2798",5812207,100,35
"2799",5813034,97,33
"2800",5813035,97,33
"2801",5814039,87,30
"2802",5814040,69,23
"2803",5814184,72,24
"2804",5814185,72,24
"2805",5814186,87,30
"2806",5819034,64,20
"2807",5820034,59,17
"2808",5820035,59,17
"2809",5821030,NA,NA
"2810",5821173,NA,NA
"2811",5821174,NA,NA
"2812",5825030,96,33
"2813",5825031,96,33
"2814",5826036,78,24
"2815",5831177,NA,NA
"2816",5832030,98,34
"2817",5834034,69,22
"2818",5834184,94,33
"2819",5835036,86,27
"2820",5835181,NA,NA
"2821",5841035,84,29
"2822",5841038,84,29
"2823",5849043,NA,NA
"2824",5849047,NA,NA
"2825",5853044,NA,NA
"2826",5853194,NA,NA
"2827",5858037,96,31
"2828",5858038,79,26
"2829",5858039,96,31
"2830",5858188,79,26
"2831",5861034,84,29
"2832",5861035,84,29
"2833",5863038,NA,NA
"2834",5863039,NA,NA
"2835",5863040,66,22
"2836",5863044,72,24
"2837",5864178,NA,NA
"2838",5864179,NA,NA
"2839",5871030,90,28
"2840",5871171,90,31
"2841",5872037,NA,NA
"2842",5872038,NA,NA
"2843",5872040,NA,NA
"2844",5872041,90,31
"2845",5874179,86,28
"2846",5875172,NA,NA
"2847",5876032,89,30
"2848",5876033,89,30
"2849",5885033,73,22
"2850",5897031,81,26
"2851",5897032,81,26
"2852",5898034,NA,NA
"2853",5898037,NA,NA
"2854",5899031,NA,NA
"2855",5899032,NA,NA
"2856",5900035,70,22
"2857",5900036,111,37
"2858",5900037,70,22
"2859",5900039,111,37
"2860",5900040,71,23
"2861",5900175,71,23
"2862",5901038,75,25
"2863",5901040,NA,NA
"2864",5901041,NA,NA
"2865",5901042,NA,NA
"2866",5901043,NA,NA
"2867",5903033,93,30
"2868",5904044,45,12
"2869",5904045,NA,NA
"2870",5904048,NA,NA
"2871",5904049,101,34
"2872",5904050,82,25
"2873",5904052,101,34
"2874",5909037,NA,NA
"2875",5916037,84,28
"2876",5916038,74,25
"2877",5916039,84,28
"2878",5921032,155,42
"2879",5922039,97,34
"2880",5922040,NA,NA
"2881",5922043,NA,NA
"2882",5922204,66,22
"2883",5922205,66,22
"2884",5922206,NA,NA
"2885",5922208,NA,NA
"2886",5925041,NA,NA
"2887",5925176,NA,NA
"2888",5926031,115,38
"2889",5926032,84,28
"2890",5926033,87,30
"2891",5926034,84,28
"2892",5926036,74,25
"2893",5926172,74,25
"2894",5938033,97,33
"2895",5938034,97,33
"2896",5940032,84,29
"2897",5942037,NA,NA
"2898",5942038,86,28
"2899",5942174,86,28
"2900",5947034,93,32
"2901",5959036,NA,NA
"2902",5960042,84,28
"2903",5960043,109,37
"2904",5960044,93,32
"2905",5960045,84,28
"2906",5960047,109,37
"2907",5960048,108,34
"2908",5964030,87,28
"2909",5964032,87,28
"2910",5965037,78,26
"2911",5965185,78,26
"2912",5968033,NA,NA
"2913",5968034,NA,NA
"2914",5969034,91,30
"2915",5977035,NA,NA
"2916",5984034,92,32
"2917",5984035,92,32
"2918",5987035,96,33
"2919",5987036,96,33
"2920",5987192,61,17
"2921",5990035,77,25
"2922",5990036,77,25
"2923",5990037,67,21
"2924",5990177,76,23
"2925",5990178,76,23
"2926",5990180,80,26
"2927",5991031,92,31
"2928",5991032,92,31
"2929",5991033,87,29
"2930",5991034,87,29
"2931",5994032,77,25
"2932",5995032,73,25
"2933",5995033,67,21
"2934",5995034,74,25
"2935",5995038,73,25
"2936",5995040,67,21
"2937",5995042,NA,NA
"2938",5995043,74,25
"2939",5995044,NA,NA
"2940",5998034,NA,NA
"2941",6023033,NA,NA
"2942",6023035,NA,NA
"2943",6024033,78,24
"2944",6024034,63,18
"2945",6024035,70,17
"2946",6028043,71,21
"2947",6028180,78,27
"2948",6028181,78,27
"2949",6030034,73,25
"2950",6030036,100,35
"2951",6030037,73,25
"2952",6030038,NA,NA
"2953",6040035,106,36
"2954",6040036,106,36
"2955",6041035,NA,NA
"2956",6041036,NA,NA
"2957",6041039,NA,NA
"2958",6041173,62,19
"2959",6041174,62,19
"2960",6051183,NA,NA
"2961",6051185,NA,NA
"2962",6053034,NA,NA
"2963",6053035,56,18
"2964",6053037,56,18
"2965",6053039,88,29
"2966",6054032,91,28
"2967",6054033,96,33
"2968",6060030,56,17
"2969",6060031,56,17
"2970",6064037,58,19
"2971",6064038,58,19
"2972",6066030,94,33
"2973",6066031,94,33
"2974",6069171,NA,NA
"2975",6073033,NA,NA
"2976",6073034,NA,NA
"2977",6073036,NA,NA
"2978",6073037,93,32
"2979",6077176,97,34
"2980",6086030,86,30
"2981",6086031,74,25
"2982",6088034,75,25
"2983",6093036,79,26
"2984",6093038,NA,NA
"2985",6093039,87,30
"2986",6093040,84,28
"2987",6093041,NA,NA
"2988",6093042,89,28
"2989",6095034,91,31
"2990",6103037,97,34
"2991",6103038,96,33
"2992",6103039,101,34
"2993",6103040,96,33
"2994",6103041,101,34
"2995",6103043,97,34
"2996",6103180,84,27
"2997",6107043,82,27
"2998",6107045,84,28
"2999",6107047,94,32
"3000",6108032,92,32
"3001",6110040,56,15
"3002",6110041,NA,NA
"3003",6110042,NA,NA
"3004",6110044,68,21
"3005",6110045,NA,NA
"3006",6110046,NA,NA
"3007",6110047,68,21
"3008",6111033,NA,NA
"3009",6111034,NA,NA
"3010",6112035,70,21
"3011",6112036,70,21
"3012",6112192,87,30
"3013",6114048,84,29
"3014",6114049,93,32
"3015",6114050,93,32
"3016",6114053,85,27
"3017",6114054,NA,NA
"3018",6114055,NA,NA
"3019",6114189,85,27
"3020",6114193,50,16
"3021",6115049,76,26
"3022",6115052,80,24
"3023",6115053,76,26
"3024",6115054,91,30
"3025",6120196,112,37
"3026",6121044,NA,NA
"3027",6121047,86,30
"3028",6121048,NA,NA
"3029",6121050,63,20
"3030",6121052,63,20
"3031",6121056,35,11
"3032",6121057,86,30
"3033",6121059,86,29
"3034",6121060,NA,NA
"3035",6121061,65,21
"3036",6121188,86,29
"3037",6121198,35,11
"3038",6125031,66,19
"3039",6125036,66,19
"3040",6125189,NA,NA
"3041",6127038,92,31
"3042",6127039,73,21
"3043",6129036,91,29
"3044",6133180,77,26
"3045",6133181,77,26
"3046",6145037,78,25
"3047",6150033,NA,NA
"3048",6150034,NA,NA
"3049",6152030,87,28
"3050",6153031,66,22
"3051",6154033,87,28
"3052",6156182,71,23
"3053",6157031,71,24
"3054",6159033,62,19
"3055",6159034,77,18
"3056",6159035,61,20
"3057",6159038,61,20
"3058",6159173,77,18
"3059",6161031,80,24
"3060",6161032,NA,NA
"3061",6161033,NA,NA
"3062",6161034,83,28
"3063",6161178,83,28
"3064",6165037,NA,NA
"3065",6166053,NA,NA
"3066",6166054,97,32
"3067",6166055,NA,NA
"3068",6166057,97,32
"3069",6166058,78,26
"3070",6166059,84,28
"3071",6166060,65,19
"3072",6166062,77,26
"3073",6166063,65,19
"3074",6166177,87,29
"3075",6166179,97,34
"3076",6170033,77,26
"3077",6170034,77,26
"3078",6171033,83,26
"3079",6172180,93,31
"3080",6179038,79,26
"3081",6179040,84,29
"3082",6179041,79,26
"3083",6179174,84,29
"3084",6183170,89,29
"3085",6187035,NA,NA
"3086",6187036,98,33
"3087",6187037,NA,NA
"3088",6187038,NA,NA
"3089",6187040,NA,NA
"3090",6187178,NA,NA
"3091",6187179,NA,NA
"3092",6191030,NA,NA
"3093",6191031,NA,NA
"3094",6200034,NA,NA
"3095",6200038,NA,NA
"3096",6200039,NA,NA
"3097",6200040,69,23
"3098",6200041,69,23
"3099",6203035,81,27
"3100",6203038,81,27
"3101",6203182,83,22
"3102",6203183,83,22
"3103",6203185,NA,NA
"3104",6203186,NA,NA
"3105",6205038,90,23
"3106",6205040,90,23
"3107",6205041,NA,NA
"3108",6205042,108,36
"3109",6205182,93,30
"3110",6205193,108,36
"3111",6210035,NA,NA
"3112",6210036,78,25
"3113",6210037,NA,NA
"3114",6210040,78,24
"3115",6212035,NA,NA
"3116",6212036,NA,NA
"3117",6212037,77,26
"3118",6212038,91,31
"3119",6216030,NA,NA
"3120",6217034,NA,NA
"3121",6217035,97,33
"3122",6217036,97,33
"3123",6227030,93,33
"3124",6227178,93,33
"3125",6228036,82,28
"3126",6228037,82,28
"3127",6228177,70,21
"3128",6228178,70,21
"3129",6229031,61,19
"3130",6229032,61,19
"3131",6229033,91,32
"3132",6229178,91,32
"3133",6231036,84,27
"3134",6231037,77,26
"3135",6231040,86,29
"3136",6231041,86,28
"3137",6231182,77,26
"3138",6232039,67,20
"3139",6232042,79,25
"3140",6232046,67,20
"3141",6232047,NA,NA
"3142",6232048,NA,NA
"3143",6233036,78,27
"3144",6233037,78,27
"3145",6250034,92,27
"3146",6262034,124,39
"3147",6262035,NA,NA
"3148",6262036,NA,NA
"3149",6275031,91,30
"3150",6275033,91,30
"3151",6275034,NA,NA
"3152",6275035,NA,NA
"3153",6281039,66,22
"3154",6287041,NA,NA
"3155",6287042,65,21
"3156",6287043,65,21
"3157",6287044,104,35
"3158",6316031,74,24
"3159",6316032,87,30
"3160",6316033,87,30
"3161",6316172,79,26
"3162",6327171,86,27
"3163",6327172,86,27
"3164",6335035,57,16
"3165",6335036,57,16
"3166",6335037,98,31
"3167",6335038,70,22
"3168",6342170,95,31
"3169",6350032,NA,NA
"3170",6350033,NA,NA
"3171",6350034,91,30
"3172",6350035,NA,NA
"3173",6357034,97,33
"3174",6357035,92,31
"3175",6358037,103,34
"3176",6358038,91,30
"3177",6358041,99,34
"3178",6358043,95,32
"3179",6361030,115,38
"3180",6361033,96,32
"3181",6361034,96,32
"3182",6365046,82,28
"3183",6365048,95,33
"3184",6365049,97,34
"3185",6365050,97,34
"3186",6365051,93,33
"3187",6365052,95,33
"3188",6365053,93,33
"3189",6366031,NA,NA
"3190",6366032,NA,NA
"3191",6367036,82,28
"3192",6368033,78,27
"3193",6368034,90,22
"3194",6368035,110,36
"3195",6368180,78,27
"3196",6370036,82,28
"3197",6370037,72,24
"3198",6370038,87,29
"3199",6370039,72,24
"3200",6370040,61,20
"3201",6370041,93,29
"3202",6370042,87,29
"3203",6375033,90,31
"3204",6375034,90,31
"3205",6376034,96,32
"3206",6376175,82,27
"3207",6377035,92,31
"3208",6377036,NA,NA
"3209",6377037,NA,NA
"3210",6381038,NA,NA
"3211",6381040,82,28
"3212",6381178,NA,NA
"3213",6396030,84,29
"3214",6396031,84,29
"3215",6398031,NA,NA
"3216",6406035,71,22
"3217",6406037,71,22
"3218",6411033,96,33
"3219",6411034,74,24
"3220",6412032,NA,NA
"3221",6412033,76,26
"3222",6413036,88,29
"3223",6413037,88,29
"3224",6413038,NA,NA
"3225",6413039,92,32
"3226",6413040,NA,NA
"3227",6413042,92,32
"3228",6414173,NA,NA
"3229",6418036,79,26
"3230",6418176,79,26
"3231",6434030,96,32
"3232",6434172,96,32
"3233",6436046,85,29
"3234",6436047,79,26
"3235",6436048,85,29
"3236",6436049,89,29
"3237",6438032,NA,NA
"3238",6444034,NA,NA
"3239",6444035,NA,NA
"3240",6472030,94,33
"3241",6475037,84,27
"3242",6475038,87,30
"3243",6475040,84,27
"3244",6475041,NA,NA
"3245",6475042,79,26
"3246",6475043,87,30
"3247",6476035,77,25
"3248",6478031,118,38
"3249",6478045,115,37
"3250",6478048,100,34
"3251",6478052,116,38
"3252",6484044,91,30
"3253",6485036,98,33
"3254",6485039,79,27
"3255",6485041,83,28
"3256",6485042,84,27
"3257",6485178,83,28
"3258",6485181,59,18
"3259",6485183,81,28
"3260",6485184,81,28
"3261",6494035,NA,NA
"3262",6494036,NA,NA
"3263",6498033,NA,NA
"3264",6498192,NA,NA
"3265",6498193,NA,NA
"3266",6499034,83,26
"3267",6499039,160,43
"3268",6499180,NA,NA
"3269",6516033,87,30
"3270",6519038,129,40
"3271",6519040,129,40
"3272",6522030,74,24
"3273",6522032,74,24
"3274",6537036,NA,NA
"3275",6537037,NA,NA
"3276",6537038,NA,NA
"3277",6537039,NA,NA
"3278",6539174,88,30
"3279",6541031,105,36
"3280",6545037,69,22
"3281",6545039,84,28
"3282",6545040,69,22
"3283",6545041,84,28
"3284",6545178,82,27
"3285",6545180,NA,NA
"3286",6546034,69,23
"3287",6546036,62,19
"3288",6546037,69,23
"3289",6547032,NA,NA
"3290",6547172,NA,NA
"3291",6549030,NA,NA
"3292",6549031,NA,NA
"3293",6553030,94,33
"3294",6553031,77,26
"3295",6553032,77,26
"3296",6553171,94,33
"3297",6557031,95,33
"3298",6560033,NA,NA
"3299",6560181,70,15
"3300",6571038,94,31
"3301",6571177,94,31
"3302",6575031,NA,NA
"3303",6575032,NA,NA
"3304",6577038,56,15
"3305",6577039,NA,NA
"3306",6577040,NA,NA
"3307",6577041,78,27
"3308",6583044,59,19
"3309",6583045,NA,NA
"3310",6583046,79,25
"3311",6583047,96,31
"3312",6583048,53,16
"3313",6583049,71,23
"3314",6583050,89,28
"3315",6583051,96,31
"3316",6583052,71,23
"3317",6583200,53,16
"3318",6588040,55,13
"3319",6588041,NA,NA
"3320",6588042,80,27
"3321",6589034,84,28
"3322",6589035,79,27
"3323",6590039,72,24
"3324",6590040,72,24
"3325",6590041,97,34
"3326",6590045,97,34
"3327",6590046,72,21
"3328",6590047,61,19
"3329",6591036,79,26
"3330",6591038,95,32
"3331",6598034,91,30
"3332",6598035,100,35
"3333",6598036,91,30
"3334",6598037,100,35
"3335",6602032,NA,NA
"3336",6602034,NA,NA
"3337",6602035,87,29
"3338",6602036,84,29
"3339",6602040,NA,NA
"3340",6602041,63,21
"3341",6602181,84,29
"3342",6602192,NA,NA
"3343",6602194,96,33
"3344",6605033,NA,NA
"3345",6605035,NA,NA
"3346",6605036,NA,NA
"3347",6605037,74,24
"3348",6605038,74,24
"3349",6605202,128,40
"3350",6607180,61,20
"3351",6615033,87,28
"3352",6615036,NA,NA
"3353",6616033,NA,NA
"3354",6616034,NA,NA
"3355",6616035,NA,NA
"3356",6616036,NA,NA
"3357",6616177,82,28
"3358",6616181,93,33
"3359",6616183,93,33
"3360",6624034,97,33
"3361",6625033,78,21
"3362",6625034,91,30
"3363",6625035,91,30
"3364",6625175,NA,NA
"3365",6626032,94,32
"3366",6626034,97,33
"3367",6626035,87,30
"3368",6626036,94,32
"3369",6626037,94,33
"3370",6626038,89,31
"3371",6626039,87,30
"3372",6633036,99,34
"3373",6633037,99,34
"3374",6635042,84,28
"3375",6635044,84,28
"3376",6635050,93,32
"3377",6635052,71,22
"3378",6635053,NA,NA
"3379",6638035,NA,NA
"3380",6646037,NA,NA
"3381",6646038,82,27
"3382",6646039,NA,NA
"3383",6646040,82,25
"3384",6646179,NA,NA
"3385",6649034,71,23
"3386",6649035,84,26
"3387",6655035,94,28
"3388",6655036,74,24
"3389",6655037,74,24
"3390",6655038,79,25
"3391",6655039,79,25
"3392",6657031,97,34
"3393",6657032,97,34
"3394",6657033,NA,NA
"3395",6660031,84,28
"3396",6660032,84,28
"3397",6664031,NA,NA
"3398",6664032,77,26
"3399",6664033,77,26
"3400",6664173,NA,NA
"3401",6674032,NA,NA
"3402",6674175,NA,NA
"3403",6680030,91,30
"3404",6682033,88,30
"3405",6682175,88,30
"3406",6684033,79,27
"3407",6684034,87,29
"3408",6684035,79,27
"3409",6684036,73,25
"3410",6684038,73,25
"3411",6684040,94,32
"3412",6684041,87,29
"3413",6684042,94,32
"3414",6694032,NA,NA
"3415",6698033,94,33
"3416",6699032,NA,NA
"3417",6706034,NA,NA
"3418",6706037,NA,NA
"3419",6706038,NA,NA
"3420",6706195,86,28
"3421",6707033,92,32
"3422",6707034,84,29
"3423",6710034,69,23
"3424",6710035,72,24
"3425",6714171,92,30
"3426",6716031,99,35
"3427",6716032,92,32
"3428",6716174,92,32
"3429",6721032,122,39
"3430",6721034,122,39
"3431",6722031,66,22
"3432",6724034,91,30
"3433",6724035,91,30
"3434",6724036,72,24
"3435",6724037,76,26
"3436",6724039,72,24
"3437",6724040,76,26
"3438",6724204,84,29
"3439",6733034,92,31
"3440",6733035,92,31
"3441",6735038,82,26
"3442",6735041,70,21
"3443",6735042,55,18
"3444",6735043,66,22
"3445",6735044,55,18
"3446",6735045,66,22
"3447",6736035,84,28
"3448",6736036,99,35
"3449",6736037,82,28
"3450",6736038,82,28
"3451",6736039,99,35
"3452",6736040,NA,NA
"3453",6738034,90,31
"3454",6738181,91,31
"3455",6738182,91,31
"3456",6740033,78,27
"3457",6740034,89,30
"3458",6740035,78,27
"3459",6750034,77,26
"3460",6750035,77,26
"3461",6750036,NA,NA
"3462",6750037,NA,NA
"3463",6750184,106,36
"3464",6750185,106,36
"3465",6765032,93,31
"3466",6765033,72,24
"3467",6765034,93,31
"3468",6765035,72,24
"3469",6765036,90,31
"3470",6765037,136,41
"3471",6769038,76,25
"3472",6769039,74,25
"3473",6769040,76,25
