ER30001,ER30002,ER33401,ER33402,ER33403,CHREL97,Q1H14,Q1H18,Q1H19,Q1H21,Q1H21A,Q1H22,Q1H22A,ER33601,ER33602,ER33603,CHREL,Q21C12,Q21C13,Q21C15A,Q21C15B,Q21H23A,Q21H23A1,Q21H23B,Q21H23B1,Q21H23C,Q21H23C1,Q21H23D,Q21H23D1,Q21H23H,Q21H23H1,ER33901,ER33902,ER33903,PCHREL07,Q31C12,Q31C13,Q31C15A,Q31C15B
321,32,1802,4,30,2,9,3,5,0,0,0,0,419,4,30,4,0,0,0,0,1,500,1,1500,1,100,1,1000,1,1400,4539,51,30,,,,,
321,176,3180,5,30,2,0,0,0,0,0,0,0,852,5,30,4,0,0,0,0,1,1000,1,200,1,25,1,500,1,99998,1795,3,30,,,,,
321,177,3180,6,30,2,0,0,0,0,0,0,0,852,6,30,4,0,0,0,0,1,500,1,200,1,50,1,500,1,99998,1795,4,30,,,,,
323,32,1046,3,30,2,0,0,0,0,0,0,0,5515,3,30,4,0,0,0,0,1,1000,1,1000,1,75,1,500,1,2100,614,3,30,3,0,0,0,0
323,33,1046,4,30,2,0,0,0,0,0,0,0,5515,4,30,4,0,1,0,0,1,1000,1,1000,1,75,1,500,1,2100,614,4,30,3,0,0,0,0
323,34,1863,3,30,2,0,0,0,0,0,0,0,4230,3,30,4,0,0,0,0,1,500,1,300,1,50,1,250,1,3000,44,2,30,3,0,0,0,0
327,33,918,3,30,2,0,0,0,0,0,0,0,3772,3,30,4,0,0,0,0,1,400,1,200,1,50,1,300,1,1300,1850,3,30,3,0,0,0,0
340,31,6300,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
340,34,6300,5,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
343,32,1932,3,30,2,0,0,0,0,0,0,0,478,3,30,4,0,0,0,0,1,400,1,1000,1,50,1,400,1,800,1055,3,30,3,0,0,0,0
343,33,1932,4,30,2,0,0,0,0,0,0,0,478,4,30,4,0,0,0,0,1,500,1,1000,1,50,1,200,1,99998,1055,4,30,3,0,0,0,0
344,31,2636,3,30,2,0,0,0,0,0,0,0,7113,4,33,4,0,0,0,0,1,500,5,0,5,0,1,1000,1,99998,5564,51,33,,,,,
344,32,2636,4,30,2,2,5,10,0,0,0,0,7113,5,33,4,0,0,0,0,1,300,5,0,5,0,1,1000,1,99998,5564,52,33,,,,,
344,33,1537,3,30,2,0,0,0,0,0,0,0,2472,3,30,4,0,0,0,0,1,300,1,3000,1,300,1,500,1,1200,1114,51,30,,,,,
344,34,1537,4,30,2,0,0,0,0,0,0,0,2472,4,30,4,0,0,0,0,1,300,5,0,1,150,1,300,1,1200,1114,3,30,3,0,0,0,0
344,186,2317,4,30,2,0,0,0,0,0,0,0,4019,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
350,30,2084,3,30,2,0,0,0,0,0,0,0,277,3,30,4,0,0,0,0,1,500,1,500,1,600,1,400,1,750,3023,3,30,3,0,0,0,0
350,31,2084,4,30,2,0,0,0,0,0,0,0,277,4,30,4,0,0,0,0,1,500,1,500,1,600,1,400,1,750,3023,4,30,3,0,0,0,0
351,37,2631,4,30,2,0,0,0,0,0,0,0,772,3,30,4,0,0,0,0,1,500,1,500,1,50,1,500,1,500,4307,1,10,,,,,
351,38,2315,4,30,2,0,0,0,0,0,0,0,717,4,30,4,0,0,0,0,1,660,1,50,1,50,1,200,1,99998,2706,3,74,,,,,
351,39,2632,3,30,2,0,0,0,0,0,0,0,6604,3,30,4,0,0,0,0,1,200,5,0,1,125,1,500,1,1200,4158,2,30,3,0,0,0,0
354,31,3942,3,30,2,0,0,0,0,0,0,0,4203,3,30,4,0,10,60,3,1,2000,1,1000,1,60,1,700,1,1000,1585,2,30,3,0,0,0,0
355,31,4783,4,35,2,0,0,0,0,0,0,0,4214,3,33,4,0,0,0,0,1,600,1,500,1,150,1,300,1,1500,1904,2,30,,,,,
355,32,2885,3,30,2,0,0,0,0,0,0,0,1002,3,30,4,0,0,0,0,1,200,1,500,1,50,1,250,1,2400,2061,3,30,,,,,
355,33,2885,4,30,2,7,5,17,65,3,2,9,1002,4,30,4,0,0,0,0,1,250,1,500,1,50,1,200,1,2400,2061,4,30,3,0,0,0,0
356,31,3773,3,30,2,0,0,0,0,0,0,0,4924,3,30,4,0,20,40,3,1,300,1,150,1,30,1,400,1,500,485,3,30,3,0,0,0,0
356,32,4709,4,30,2,0,0,0,0,0,0,0,7324,4,30,4,0,0,0,0,1,300,5,0,1,40,1,150,1,800,6950,4,30,3,2,10,0,0
361,176,3074,3,30,2,3,3,12,0,0,0,0,1136,3,30,4,0,0,0,0,1,50,5,0,1,75,1,200,1,500,4554,3,30,,,,,
368,32,5402,3,30,2,0,0,0,0,0,0,0,4169,3,30,4,0,0,0,0,1,1000,1,700,1,75,1,400,1,750,2581,3,30,3,0,0,0,0
374,30,547,3,30,2,0,0,0,0,0,0,0,680,3,30,4,0,0,0,0,1,1000,1,2000,1,50,1,1000,1,2000,1096,3,30,3,0,0,0,0
375,30,3297,3,30,2,8,5,27.5,295,5,2,9,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
375,31,3297,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
377,30,3026,3,30,2,0,0,0,0,0,0,0,1600,3,30,4,0,0,0,0,1,400,1,800,1,25,1,400,1,3000,6089,3,30,3,0,0,0,0
377,31,3026,4,30,2,0,0,0,0,0,0,0,1600,4,30,4,0,0,0,0,1,300,1,1000,1,40,1,500,1,1500,6089,4,30,3,0,0,0,0
391,31,3357,4,30,2,2,5,2,0,0,0,0,2554,4,30,4,0,0,0,0,1,500,5,0,1,150,1,3000,1,99998,8331,71,30,,,,,
391,32,5024,3,30,2,0,0,0,0,0,0,0,6594,3,30,4,0,0,0,0,1,1500,1,2000,1,200,1,1000,1,5000,0,0,0,,,,,
404,33,1973,3,30,2,0,0,0,0,0,0,0,6619,3,30,4,0,0,0,0,1,500,5,0,1,25,1,600,1,800,8151,3,30,3,0,0,0,0
404,35,1973,5,30,2,0,0,0,0,0,0,0,6619,5,30,4,0,0,0,0,1,500,5,0,1,35,1,500,1,800,8151,5,30,3,0,0,0,0
409,33,1216,3,30,2,0,0,0,0,0,0,0,6486,3,30,4,0,0,0,0,1,500,1,300,1,25,1,300,1,600,4961,3,30,,,,,
409,177,2263,5,30,2,0,0,0,0,0,0,0,6888,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
414,38,2771,4,30,2,0,0,0,0,0,0,0,1907,4,30,4,0,0,0,0,1,200,1,400,1,50,1,600,1,1800,3007,51,30,,,,,
414,39,5777,5,30,2,9,5,5,0,0,0,0,370,4,30,4,0,0,0,0,1,350,1,250,1,30,1,50,8,0,0,0,0,,,,,
419,33,399,3,30,2,2,9,999,9999,9,9,9,1661,3,30,,,,,,,,,,,,,,,,7762,3,30,,,,,
419,34,45,3,30,2,0,0,0,0,0,0,0,24,3,30,4,0,0,0,0,1,20,5,0,5,0,1,200,5,0,515,3,30,3,0,0,0,0
419,35,45,2,30,2,0,0,0,0,0,0,0,24,2,30,4,0,0,0,0,1,200,5,0,1,30,1,200,1,300,515,2,30,3,0,0,0,0
419,36,40,2,30,2,0,0,0,0,0,0,0,3,2,30,4,0,0,0,0,1,300,1,100,1,25,1,300,1,1000,1593,2,30,3,0,0,0,0
419,37,40,3,30,2,0,0,0,0,0,0,0,3,3,30,4,0,1,9999,0,1,70,5,0,1,10,1,80,1,100,132,2,30,3,0,0,0,0
428,30,1042,3,30,2,0,0,0,0,0,0,0,520,3,30,,,,,,,,,,,,,,,,5002,1,10,,,,,
428,32,1042,5,30,2,0,0,0,0,0,0,0,520,5,30,4,0,0,0,0,1,300,5,0,1,125,1,200,1,3000,3971,3,30,3,0,0,0,0
432,32,756,4,60,2,0,0,0,0,0,0,0,4767,2,30,4,0,25,0,0,1,500,5,0,1,60,1,200,1,1000,2795,3,60,3,0,0,0,0
433,31,2967,3,33,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3579,1,10,,,,,
433,34,2967,5,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2826,2,30,3,0,0,0,0
433,37,5511,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
433,38,1576,4,30,2,0,0,0,0,0,0,0,1111,4,30,4,0,0,0,0,1,400,1,100,1,80,1,300,1,1300,1938,4,30,3,0,0,0,0
433,40,1576,5,30,2,0,0,0,0,0,0,0,1111,5,30,4,0,0,0,0,1,1000,1,400,1,80,1,800,1,1300,1938,5,30,3,0,0,0,0
452,37,2038,4,30,2,0,0,0,0,0,0,0,1428,4,30,4,2,10,0,0,1,500,1,700,1,75,1,400,1,1000,1883,4,30,3,0,0,0,0
452,38,2252,2,30,2,0,0,0,0,0,0,0,1821,2,30,4,0,0,0,0,1,200,1,99998,1,20,1,100,8,0,1709,2,30,3,0,0,0,0
452,178,2038,3,30,2,4,5,10,75,3,1,1,1428,3,30,,,,,,,,,,,,,,,,1883,3,30,,,,,
452,187,5938,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
455,32,2440,3,30,2,4,5,5,0,0,0,0,1142,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
455,33,2440,4,30,2,0,0,0,0,0,0,0,1142,4,30,,,,,,,,,,,,,,,,0,0,0,,,,,
455,34,2762,3,30,2,0,0,0,0,0,0,0,5295,3,30,4,0,10,25,3,1,500,1,100,1,20,1,300,1,99998,4036,3,30,3,2,5,0,0
459,31,4277,3,30,2,0,0,0,0,0,0,0,2782,3,30,4,0,0,0,0,1,700,1,400,1,80,1,300,1,400,3454,3,30,3,0,0,0,0
465,33,3972,2,30,2,0,0,0,0,0,0,0,4537,3,35,4,0,0,0,0,1,500,5,0,1,30,1,400,1,1200,3595,4,33,,,,,
465,34,3972,3,30,2,0,0,0,0,0,0,0,4537,4,35,4,0,0,0,0,1,500,5,0,1,30,1,300,1,900,3595,3,33,3,0,0,0,0
473,35,5447,4,30,2,8,5,25,25,3,2,9,138,4,30,4,0,0,0,0,1,400,1,200,1,100,1,400,1,900,5255,1,10,,,,,
473,36,6100,3,30,2,0,0,0,0,0,0,0,5090,3,30,4,0,10,0,0,1,400,1,800,5,0,1,300,1,1200,5148,3,30,3,0,0,0,0
478,38,4476,2,30,2,0,0,0,0,0,0,0,6598,2,30,4,0,0,0,0,1,1500,1,200,1,200,1,2000,1,1850,6462,1,10,,,,,
478,39,4476,3,30,2,0,0,0,0,0,0,0,6598,3,30,4,0,0,0,0,1,1500,1,200,1,50,1,2000,1,1900,3646,3,60,3,0,0,0,0
478,40,5258,3,30,2,0,0,0,0,0,0,0,7300,3,30,4,0,12,37.5,3,1,700,5,0,1,100,1,200,1,1440,7479,3,30,3,0,0,0,0
479,30,5094,3,30,2,0,0,0,0,0,0,0,7429,3,30,4,0,0,0,0,1,1000,1,1000,1,50,1,200,1,600,6918,3,30,3,0,0,0,0
479,31,5094,4,30,2,0,0,0,0,0,0,0,7429,4,30,4,0,0,0,0,1,1000,1,1000,1,50,1,500,1,600,6918,4,30,3,0,0,0,0
486,30,5143,3,30,2,0,0,0,0,0,0,0,5525,3,30,4,0,0,0,0,1,1000,1,200,1,40,1,300,1,99998,6891,3,30,3,0,0,0,0
486,31,3569,3,30,2,0,0,0,0,0,0,0,613,3,30,4,0,0,0,0,1,500,1,2500,1,100,1,700,1,99998,2998,3,30,3,4,3,0,0
487,35,1117,4,30,2,0,0,0,0,0,0,0,527,4,30,4,0,0,0,0,1,300,5,0,1,50,1,400,1,1500,994,3,30,,,,,
487,36,1463,4,30,2,0,0,0,0,0,0,0,5615,73,30,,,,,,,,,,,,,,,,0,0,0,,,,,
487,176,1463,3,30,2,0,0,0,0,0,0,0,5615,72,30,,,,,,,,,,,,,,,,0,0,0,,,,,
490,32,3390,4,30,2,0,0,0,0,0,0,0,4687,3,30,4,0,50,0,0,1,700,5,0,1,50,1,300,1,300,6519,2,30,3,4,40,35,3
495,34,5197,2,30,2,0,0,0,0,0,0,0,1846,4,33,4,0,0,0,0,1,400,5,0,5,0,1,100,1,1400,486,4,33,3,0,0,0,0
495,35,1549,2,30,2,0,0,0,0,0,0,0,1846,3,33,4,0,0,0,0,1,400,5,0,5,0,1,100,1,1200,486,3,33,3,0,0,0,0
495,36,1788,3,30,2,0,0,0,0,0,0,0,1057,3,30,4,0,0,0,0,1,500,1,500,1,600,1,150,1,1200,788,3,30,3,0,0,0,0
495,174,5553,3,33,2,0,0,0,0,0,0,0,1271,3,33,,,,,,,,,,,,,,,,762,3,33,,,,,
496,31,5705,6,60,2,0,0,0,0,0,0,0,7279,3,30,4,0,0,0,0,1,300,1,100,1,20,1,300,1,1000,315,3,30,3,4,3,0,0
496,32,6180,4,30,2,0,0,0,0,0,0,0,5796,4,30,4,0,25,0,0,1,75,1,50,1,20,1,300,1,1500,5635,4,30,3,0,0,0,0
496,183,5052,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,481,3,60,,,,,
496,184,5052,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,7858,1,10,,,,,
503,173,1395,3,83,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
508,31,3460,3,30,2,0,0,0,0,0,0,0,1892,3,30,4,0,0,0,0,1,100,5,0,1,100,1,300,1,1000,4274,3,30,,,,,
508,32,3460,4,30,2,8,4,12,48,3,2,9,1892,4,30,4,0,0,0,0,1,100,5,0,1,100,1,200,1,1000,4274,4,30,3,0,0,0,0
508,33,2906,3,30,2,3,2,8,5,1,1,1,5739,3,30,4,0,0,0,0,1,500,1,100,1,50,1,300,1,99998,0,0,0,,,,,
510,31,3406,3,30,2,0,0,0,0,0,0,0,3166,3,30,4,0,0,0,0,1,150,1,500,1,20,1,50,1,1560,5133,3,30,3,4,2,0,0
512,31,5117,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
517,30,2968,3,30,2,3,9,999,15,2,1,1,1013,3,30,4,0,20,250,5,1,500,1,250,1,150,1,9998,1,2400,4414,3,30,,,,,
517,31,2968,4,30,2,5,1,15,15,2,1,2,1013,4,30,4,0,25,350,5,1,500,1,250,1,150,1,9998,1,1800,4414,4,30,3,0,0,0,0
517,32,2966,4,60,2,0,0,0,0,0,0,0,1112,3,60,4,0,12,0,0,1,1000,1,600,1,50,1,1000,1,750,1738,3,60,3,2,168,0,0
517,33,5067,3,30,2,0,0,0,0,0,0,0,594,3,30,4,0,0,0,0,1,500,1,1800,1,50,1,200,1,2500,6165,3,30,3,0,0,0,0
517,34,5067,4,30,2,0,0,0,0,0,0,0,594,4,30,4,0,0,0,0,1,600,1,1800,1,60,1,2000,1,2500,6165,4,30,3,0,0,0,0
534,32,5115,3,30,2,0,0,0,0,0,0,0,1423,3,30,4,0,0,0,0,1,500,1,1500,1,50,1,300,1,99998,5076,3,30,3,0,0,0,0
544,32,3288,4,30,2,8,9,999,45,3,2,9,659,4,30,4,0,8,0,0,1,300,1,400,1,75,1,250,1,2000,204,2,30,3,0,0,0,0
548,35,4652,5,30,2,8,5,998,0,0,0,0,3735,5,30,,,,,,,,,,,,,,,,5011,1,10,,,,,
548,36,4471,4,30,2,0,0,0,0,0,0,0,3600,4,30,4,0,0,0,0,1,600,1,1000,1,25,1,450,1,2400,2168,51,30,,,,,
548,37,4288,3,30,2,0,0,0,0,0,0,0,979,3,30,4,0,0,0,0,1,300,1,100,1,25,1,100,1,360,2758,3,30,,,,,
548,38,4288,4,30,2,0,0,0,0,0,0,0,979,4,30,4,0,0,0,0,1,300,1,100,1,25,1,150,1,175,2758,4,30,,,,,
548,39,2663,5,30,2,0,0,0,0,0,0,0,547,4,30,4,0,0,0,0,1,99999,1,200,1,30,1,300,1,99998,2370,3,30,3,0,0,0,0
548,40,2663,6,30,2,0,0,0,0,0,0,0,547,5,30,4,0,0,0,0,1,500,1,200,1,40,1,300,1,600,2370,4,30,3,0,0,0,0
548,189,5332,3,30,2,0,0,0,0,0,0,0,900,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
556,36,4867,3,30,2,0,0,0,0,0,0,0,3661,3,30,,,,,,,,,,,,,,,,7453,3,30,3,0,0,0,0
556,37,5246,3,30,2,0,0,0,0,0,0,0,6499,3,30,4,0,0,0,0,1,1000,5,0,1,150,1,700,1,1920,3461,3,30,3,0,0,0,0
557,176,306,3,30,2,3,4,15,10,2,1,1,4882,3,30,4,0,0,0,0,1,1000,1,100,1,40,1,1000,1,99998,7071,3,30,3,0,0,0,0
557,177,306,4,30,2,0,0,0,0,0,0,0,4882,4,30,4,0,0,0,0,1,1000,1,100,1,40,1,1000,1,99998,7071,4,30,3,0,0,0,0
563,43,1461,3,30,2,0,0,0,0,0,0,0,5411,3,30,4,0,0,0,0,1,2000,5,0,1,2500,1,500,1,1500,3463,3,30,3,0,0,0,0
563,44,5445,5,70,2,0,0,0,0,0,0,0,1311,4,60,,,,,,,,,,,,,,,,2504,3,33,3,0,0,0,0
563,45,1461,4,30,2,0,0,0,0,0,0,0,5411,4,30,4,0,0,0,0,1,2000,5,0,1,50,1,400,1,1500,3463,4,30,3,0,0,0,0
563,46,5445,6,70,2,0,0,0,0,0,0,0,1311,5,60,,,,,,,,,,,,,,,,2504,4,30,3,0,0,0,0
563,47,5627,3,30,2,0,0,0,0,0,0,0,4965,3,35,4,0,5,0,0,1,99999,1,99998,1,35,1,300,1,3600,3476,3,33,3,0,0,0,0
564,34,3440,3,60,2,0,0,0,0,0,0,0,4031,3,60,4,0,0,0,0,1,300,1,100,1,30,1,200,1,2000,0,0,0,,,,,
565,31,5739,2,30,2,5,5,3,100,3,1,2,7413,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
565,32,3636,3,30,2,0,0,0,0,0,0,0,6709,3,30,4,0,0,0,0,1,400,1,1500,1,50,1,600,1,99998,3348,3,30,3,0,0,0,0
565,33,5739,3,30,2,5,5,3,100,3,1,2,7413,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
565,34,3636,4,30,2,0,0,0,0,0,0,0,6709,4,30,4,0,0,0,0,1,400,1,1500,1,30,1,400,1,99998,3348,4,30,3,0,0,0,0
567,177,1289,4,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
569,31,3964,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,618,2,30,,,,,
569,32,3964,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,618,3,30,,,,,
570,35,1975,4,30,2,4,5,7,0,0,0,0,1066,4,30,4,0,0,0,0,1,50,1,200,5,0,1,275,1,1200,7512,4,30,,,,,
570,36,1975,5,30,2,0,0,0,0,0,0,0,1066,5,30,4,0,15,15,3,1,400,1,200,1,50,1,400,1,500,7512,5,30,3,0,0,0,0
573,33,2048,3,30,2,2,2,4,0,0,0,0,3644,3,30,4,0,0,0,0,1,750,1,1000,1,60,1,1000,1,1200,7070,3,30,,,,,
573,35,2048,4,30,2,2,5,2,0,0,0,0,3644,4,30,4,0,0,0,0,1,750,1,1000,1,40,1,1000,1,1400,7070,4,30,3,0,0,0,0
577,32,3131,4,30,2,4,5,10,0,0,0,0,482,3,30,4,0,0,0,0,1,5000,5,0,1,200,1,1000,1,99998,4670,3,30,3,0,0,0,0
581,172,1303,3,30,2,5,1,2,0,0,0,0,5705,3,30,4,0,0,0,0,1,400,1,180,1,40,1,200,1,1000,580,2,30,,,,,
581,173,1303,4,30,2,0,0,0,0,0,0,0,5705,2,30,4,0,0,0,0,1,99999,1,200,1,100,1,300,1,1200,580,3,30,,,,,
582,32,2715,3,30,2,0,0,0,0,0,0,0,801,3,30,4,0,0,0,0,1,1000,1,5000,1,500,1,2000,1,3000,1499,52,30,,,,,
582,33,2715,4,30,2,0,0,0,0,0,0,0,801,4,30,4,0,0,0,0,1,4000,1,5000,1,500,1,9998,1,99998,1499,51,30,,,,,
582,34,4235,3,30,2,0,0,0,0,0,0,0,883,3,30,4,0,0,0,0,1,800,5,0,1,100,1,200,1,99998,1776,3,30,3,0,0,0,0
593,30,1614,3,30,2,3,3,5,175,3,1,2,218,3,30,4,0,0,0,0,1,1500,1,300,1,20,1,700,8,0,5177,3,30,3,0,0,0,0
593,31,1104,3,30,2,0,0,0,0,0,0,0,818,3,30,4,0,0,0,0,1,300,1,500,1,25,1,150,1,2100,5913,3,30,3,0,0,0,0
593,33,1614,5,30,2,0,0,0,0,0,0,0,218,5,30,4,0,0,0,0,1,1000,1,300,5,0,1,500,8,0,5177,5,30,3,0,0,0,0
597,35,567,4,30,2,0,0,0,0,0,0,0,3481,3,30,4,0,0,0,0,1,250,5,0,1,30,1,200,1,1200,6411,3,30,,,,,
597,36,567,5,30,2,0,0,0,0,0,0,0,3481,4,30,4,0,0,0,0,1,250,5,0,1,5,1,200,1,1200,6411,4,30,3,2,12,0,0
597,37,2449,4,30,2,0,0,0,0,0,0,0,5269,4,30,,,,,,,,,,,,,,,,5990,4,30,3,0,0,0,0
602,34,336,3,60,2,0,0,0,0,0,0,0,460,3,60,4,0,0,0,0,1,500,1,1000,1,550,1,400,1,1200,1811,3,60,,,,,
602,35,337,3,30,2,0,0,0,0,0,0,0,4622,3,30,4,0,0,0,0,1,99999,5,0,1,20,1,200,1,99998,7472,2,30,3,0,0,0,0
605,31,1892,3,30,2,0,0,0,0,0,0,0,4513,3,30,4,0,15,150,3,1,750,1,1000,1,250,1,1500,1,3000,5269,3,30,3,4,18,0,0
607,40,4173,2,30,2,2,5,10,0,0,0,0,1173,3,33,,,,,,,,,,,,,,,,8014,5,33,,,,,
607,42,4173,4,30,2,2,5,10,0,0,0,0,1173,5,33,4,0,0,0,0,1,500,1,400,1,200,1,300,1,800,8014,4,33,3,0,0,0,0
608,186,1732,3,30,2,0,0,0,0,0,0,0,1191,3,30,4,0,12,0,0,1,80,1,100,1,40,1,200,1,460,7987,2,30,3,0,0,0,0
610,33,3036,3,33,2,8,4,9,4.25,2,2,9,4692,3,33,4,0,0,0,0,1,500,1,600,1,50,1,350,1,520,4306,3,33,,,,,
613,31,3641,3,30,2,0,0,0,0,0,0,0,2552,3,30,4,0,0,0,0,1,500,1,200,1,50,1,300,1,1200,3472,3,30,3,0,0,0,0
620,33,210,4,30,2,0,0,0,0,0,0,0,1391,4,30,4,0,0,0,0,1,500,1,600,1,100,1,200,1,600,1400,51,30,,,,,
620,35,210,5,30,2,0,0,0,0,0,0,0,1391,5,30,4,0,0,0,0,1,500,1,600,1,50,1,200,1,600,1400,3,30,3,0,0,0,0
620,37,985,3,30,2,0,0,0,0,0,0,0,1390,3,30,4,0,0,0,0,1,200,1,1000,1,100,1,300,1,99998,2407,3,30,3,0,0,0,0
620,39,985,4,30,2,0,0,0,0,0,0,0,1390,4,30,4,0,0,0,0,1,400,1,1000,1,50,1,150,1,99998,2407,4,30,3,0,0,0,0
624,172,2767,4,33,2,0,0,0,0,0,0,0,283,4,33,4,0,0,0,0,1,300,1,200,1,150,1,700,1,1500,6477,2,40,,,,,
624,173,2767,5,33,2,0,0,0,0,0,0,0,283,5,33,4,9,11,50,5,1,700,1,350,1,109.57,1,500,1,600,6313,1,10,,,,,
625,30,2488,4,30,2,3,5,20,0,0,0,0,475,3,30,4,0,998,0,0,1,2000,1,2600,5,0,1,1200,1,99998,3264,81,30,,,,,
625,31,3446,3,30,2,0,0,0,0,0,0,0,2191,3,30,4,0,0,0,0,1,99999,1,99998,1,500,1,9998,1,99998,2579,51,30,,,,,
625,32,3446,4,30,2,0,0,0,0,0,0,0,2191,4,30,4,0,0,0,0,1,99999,1,99998,1,100,1,9998,1,99998,2579,3,30,3,0,0,0,0
626,44,4515,2,30,2,2,3,25,0,0,0,0,3230,3,33,4,0,0,0,0,1,300,5,0,1,100,1,500,1,600,1279,3,33,3,0,0,0,0
626,45,1972,3,30,2,0,0,0,0,0,0,0,796,3,30,4,0,0,0,0,1,250,1,200,1,50,1,250,1,1900,5082,2,30,3,0,0,0,0
626,47,4515,3,30,2,0,0,0,0,0,0,0,3230,4,33,4,0,0,0,0,1,400,5,0,1,50,1,400,1,600,1279,4,33,3,0,0,0,0
626,48,4296,4,30,2,0,0,0,0,0,0,0,7087,4,30,4,0,0,0,0,1,300,1,600,1,50,1,150,1,1300,0,0,0,,,,,
626,189,4296,3,30,2,8,5,25,100,3,2,9,7087,3,30,4,0,0,0,0,1,300,1,1200,1,50,1,150,1,1300,0,0,0,,,,,
628,34,6110,3,30,2,0,0,0,0,0,0,0,4967,2,30,4,0,0,0,0,1,1000,1,500,1,100,1,400,1,2600,8303,2,30,,,,,
630,33,5219,4,30,2,3,3,9,7,1,1,1,4128,4,30,4,0,0,0,0,1,500,1,800,1,100,1,1500,1,4800,3489,51,30,,,,,
631,35,2144,4,30,2,2,9,999,9999,9,9,9,5545,3,30,4,0,0,0,0,1,500,5,0,1,50,1,500,1,1800,5918,51,30,,,,,
632,176,2843,4,35,2,7,5,50,84,5,1,1,6076,3,35,4,0,0,0,0,1,400,5,0,1,45,1,300,1,2400,4816,4,30,,,,,
632,177,2843,5,35,2,0,0,0,0,0,0,0,6076,4,35,4,0,0,0,0,1,600,1,300,1,15,1,300,1,1300,4816,3,30,3,0,0,0,0
633,41,1239,4,30,2,0,0,0,0,0,0,0,2860,4,30,4,0,0,0,0,1,200,1,50,1,100,1,200,1,500,1871,3,30,3,0,0,0,0
633,42,1239,5,30,2,0,0,0,0,0,0,0,2860,5,30,4,0,8,1.5,1,1,150,1,30,1,10,1,200,1,200,1871,4,30,3,2,15,0,0
634,31,434,5,33,2,0,0,0,0,0,0,0,2540,5,33,4,0,0,0,0,1,600,5,0,5,0,1,100,1,500,1484,5,71,,,,,
634,32,434,3,30,2,0,0,0,0,0,0,0,2540,3,30,4,0,0,0,0,1,200,5,0,1,30,1,250,1,500,860,3,30,3,0,0,0,0
634,34,432,3,30,2,0,0,0,0,0,0,0,3274,3,30,4,0,15,0,0,1,400,1,200,1,50,1,500,1,1200,1484,3,30,3,2,12,0,0
636,31,3931,3,30,2,0,0,0,0,0,0,0,4750,3,30,4,0,0,0,0,5,0,5,0,1,20,1,500,1,200,2275,1,10,,,,,
636,33,3931,5,30,2,0,0,0,0,0,0,0,4750,5,30,4,0,0,0,0,1,1000,1,1000,1,300,1,1000,1,1500,3628,3,30,3,0,0,0,0
639,32,3304,3,33,2,9,5,5,0,0,0,0,4257,3,33,4,0,0,0,0,1,500,5,0,1,30,1,600,1,3000,3187,1,10,,,,,
644,31,331,3,30,2,0,0,0,0,0,0,0,29,3,30,4,10,2,0,0,1,200,1,100,1,30,1,200,1,1000,10,3,30,,,,,
647,33,3861,4,30,2,0,0,0,0,0,0,0,5698,2,30,,,,,,,,,,,,,,,,5734,51,33,,,,,
647,34,3861,5,30,2,0,0,0,0,0,0,0,5698,3,30,,,,,,,,,,,,,,,,6789,2,20,,,,,
649,32,4650,2,30,2,0,0,0,0,0,0,0,2811,3,30,4,0,0,0,0,1,700,1,50,1,150,1,2700,1,800,7710,3,30,,,,,
649,33,4650,3,30,2,0,0,0,0,0,0,0,2811,4,30,4,0,2,0,0,1,300,1,50,1,200,1,1700,1,400,7710,4,30,3,0,0,0,0
649,34,3521,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
650,178,4041,4,30,2,0,0,0,0,0,0,0,4686,4,30,,,,,,,,,,,,,,,,4394,73,30,,,,,
