ER30001,ER30002,ER33601,ER33602,ER33603,CHREL,Q21B12_2,Q21B12A1,Q21B12A2,Q21G5,Q21G5D,Q21G7A,Q21G7C,Q21G8F,Q21G8I,Q21G10,Q21G10C,Q21H5,Q21H5C,Q21H6,Q21H6B,Q21H7B,Q21H7F,Q21H8,Q21H8B
624,173,283,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,500,5,800,1,200
625,30,475,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
625,31,2191,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0
625,32,2191,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
626,44,3230,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
626,45,796,3,30,4,5,0,0,5,0,5,0,1,100,1,200,0,0,0,0,0,0,0,0
626,47,3230,4,33,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
626,48,7087,4,30,4,5,0,0,5,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
626,189,7087,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,1,0
628,34,4967,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
630,33,4128,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,3000,5,0
631,35,5545,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,500,5,150,5,0
632,176,6076,3,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
632,177,6076,4,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
633,41,2860,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
633,42,2860,5,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,31,2540,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
634,32,2540,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
634,34,3274,3,30,4,5,0,0,5,0,5,0,5,0,1,35,0,0,0,0,0,0,0,0
636,31,4750,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
636,33,4750,5,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,2000,1,50
639,32,4257,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
644,31,29,3,30,4,1,2300,6,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
649,32,2811,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,450,5,0
649,33,2811,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
652,33,5092,5,30,4,1,5800,6,0,0,0,0,0,0,0,0,1,0,1,150,5,20,1,0
652,34,5311,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,500,1,150,5,0
652,35,5092,6,30,4,1,3500,6,0,0,0,0,0,0,0,0,5,0,1,250,5,0,1,50
652,37,5177,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
654,32,1889,2,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
654,33,1889,3,30,4,1,2400,6,5,0,5,0,1,45,5,0,0,0,0,0,0,0,0,0
655,30,2498,3,30,4,1,1500,6,1,180,1,250,5,0,5,0,0,0,0,0,0,0,0,0
655,31,2498,4,30,4,1,1200,6,1,720,5,0,1,40,5,0,0,0,0,0,0,0,0,0
656,31,2866,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
656,33,2607,3,30,4,1,99999,0,0,0,0,0,0,0,0,0,5,0,5,0,1,9999,5,0
656,34,2607,4,30,4,1,99999,0,0,0,0,0,0,0,0,0,5,0,5,0,5,9999,5,0
656,35,2866,5,30,4,5,0,0,1,900,5,0,5,40,1,0,0,0,0,0,0,0,0,0
664,30,3541,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,50
664,32,1617,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
664,34,1617,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,60,1,5
664,35,3541,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,250,1,250
672,174,4706,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,85,5,0
673,32,1968,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,128,5,0,1,150,5,0
673,33,2501,3,30,4,1,3240,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
673,174,1968,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,64,5,0,5,100,5,0
674,30,2959,3,30,4,5,0,0,5,0,5,0,1,0,1,50,0,0,0,0,0,0,0,0
674,31,3849,3,30,4,5,0,0,5,0,1,300,5,20,5,0,0,0,0,0,0,0,0,0
677,34,3922,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
677,37,3965,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
686,36,3503,5,60,4,5,0,0,5,0,5,0,1,150,5,0,0,0,0,0,0,0,0,0
687,171,3986,6,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
691,30,1762,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,60,1,0
691,32,1762,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,375,5,0
691,34,4330,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1800,1,1800,5,0
691,35,4330,4,30,4,5,0,0,5,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
691,36,4041,3,30,4,5,0,0,5,0,1,500,5,0,5,0,0,0,0,0,0,0,0,0
692,33,6327,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
698,34,3492,3,30,4,1,125,5,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
698,35,3492,4,30,4,1,225,5,0,0,0,0,0,0,0,0,5,0,5,0,5,1400,5,0
699,33,2875,3,33,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
699,34,2875,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
699,35,2164,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
699,36,2164,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
700,32,4780,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,175,5,0,1,175
700,34,4780,4,33,4,5,0,0,5,0,5,0,1,60,5,0,0,0,0,0,0,0,0,0
702,32,4258,2,30,4,5,0,0,5,0,5,0,1,300,5,0,0,0,0,0,0,0,0,0
704,30,1771,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,15
704,31,1771,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
706,30,4577,4,30,4,5,0,0,5,0,5,0,1,80,5,0,0,0,0,0,0,0,0,0
706,171,4577,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,120,5,0
706,177,1723,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,50,5,0,1,50,5,0
707,30,676,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,80,1,0
707,32,676,4,30,4,5,0,0,5,0,5,0,5,20,5,0,0,0,0,0,0,0,0,0
709,38,6196,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,100
709,39,6196,4,30,4,5,0,0,1,0,5,0,1,60,1,75,0,0,0,0,0,0,0,0
709,40,6055,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
711,30,3628,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
711,31,3628,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,400,5,0
712,34,7063,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
713,37,3145,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,1,25,1,110
713,39,4136,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
713,184,3710,3,33,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,200,1,100
717,33,4545,4,30,4,5,0,0,5,0,5,0,1,75,5,0,0,0,0,0,0,0,0,0
722,34,7133,3,30,4,5,0,0,5,0,5,0,5,100,1,80,0,0,0,0,0,0,0,0
722,35,1515,2,30,4,1,884,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
725,31,2956,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,1,300
727,30,5107,3,33,4,5,0,0,0,0,0,0,0,0,0,0,1,10,1,1460,5,0,5,0
728,32,6866,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
728,33,2241,2,30,4,5,0,0,1,0,5,0,5,25,8,0,0,0,0,0,0,0,0,0
729,31,4977,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,50
729,32,4977,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,150,5,0,1,300
729,40,4830,3,30,4,5,0,0,9,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0
729,41,4321,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
729,42,4830,4,30,4,5,0,0,5,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0
729,43,4321,6,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
749,33,5122,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
749,34,5122,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,800,5,75,5,0
749,35,4150,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,200
750,31,5642,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
750,32,5642,4,30,4,5,0,0,5,0,5,0,1,300,1,30,0,0,0,0,0,0,0,0
750,34,2869,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
751,35,3017,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,5,0,1,35
751,37,3364,3,33,4,5,0,0,1,3264,5,0,1,100,5,0,0,0,0,0,0,0,0,0
751,38,3364,4,33,4,5,0,0,5,0,5,0,5,100,5,0,0,0,0,0,0,0,0,0
751,39,3018,3,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,30,6120,5,30,4,5,0,0,5,0,5,0,1,800,5,0,0,0,0,0,0,0,0,0
760,172,4505,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,800,1,800,1,60
760,173,4505,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,750
760,176,6120,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,5,0
762,31,2780,3,30,4,1,3000,6,0,0,0,0,0,0,0,0,5,0,1,0,5,100,5,0
769,35,7136,4,30,4,1,1200,6,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
769,36,5417,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,5,0,5,0
769,37,5417,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1800,1,50,5,0
769,38,4832,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
769,39,7136,5,30,4,1,125,6,5,0,5,0,1,250,5,0,0,0,0,0,0,0,0,0
771,32,2165,4,33,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,200,5,0
773,36,3270,4,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
773,37,3270,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
774,31,1135,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,80,1,100
774,32,1135,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
775,31,3138,3,30,4,5,0,0,5,0,1,1000,5,0,5,0,0,0,0,0,0,0,0,0
777,31,1396,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,250,1,600,5,0
779,38,4614,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,500,5,0
782,171,4141,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
783,31,3091,3,30,4,5,0,0,5,0,1,560,5,0,1,85,0,0,0,0,0,0,0,0
783,32,4231,2,30,4,1,621,5,5,0,5,0,5,0,1,350,0,0,0,0,0,0,0,0
796,32,4793,3,33,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,5,0
796,33,3024,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
796,34,3024,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
814,32,2882,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
817,32,2255,3,30,4,5,0,0,5,0,1,60,1,200,1,40,0,0,0,0,0,0,0,0
818,30,1906,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,300,5,0
818,32,1906,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,600,1,150,1,25
819,32,604,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,187,5,0
819,33,1383,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
819,34,1383,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,250,5,100,5,0
821,31,2904,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
823,33,2814,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,100,1,400,1,380,5,0
826,32,7283,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
833,35,4355,4,30,4,1,0,0,0,0,0,0,0,0,0,0,5,0,1,32,1,30,1,500
833,181,1100,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,1,300,1,50
834,34,6778,2,30,4,1,0,0,0,0,0,0,0,0,0,0,5,0,1,600,1,40,5,0
834,35,6778,3,30,4,1,0,0,1,0,5,0,5,40,5,0,0,0,0,0,0,0,0,0
835,30,3466,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1500,1,400,5,0
835,31,3466,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,1,400,5,0
838,30,2455,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,875,5,0,1,50
838,31,2455,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,50
840,41,2076,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
840,42,1843,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
840,43,2076,3,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
840,44,1268,4,60,4,5,0,0,9,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0
840,191,1268,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5,0
844,32,1914,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,300,1,0
844,33,1914,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,550,5,0
844,34,6460,3,30,4,1,2800,6,5,0,5,0,5,1020,5,0,0,0,0,0,0,0,0,0
846,30,4251,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0
846,40,6211,4,33,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,300,5,0
846,43,6211,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
846,44,5440,5,30,4,5,0,0,5,0,1,0,5,55,5,0,0,0,0,0,0,0,0,0
846,45,4251,3,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
853,30,858,3,30,4,1,1540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,33,2724,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,100,5,0
856,34,2434,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
856,35,1953,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
856,36,2434,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
856,38,1953,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,180
857,30,4841,3,30,4,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
857,31,4841,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
863,34,3925,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,1500,5,0,5,60,1,0
863,35,3925,4,30,4,5,0,0,5,0,5,0,1,100,5,0,0,0,0,0,0,0,0,0
866,32,3112,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
866,33,3112,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
868,34,7384,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,1,325,1,100
868,36,7384,4,30,4,5,0,0,5,0,5,0,5,250,1,100,0,0,0,0,0,0,0,0
868,37,3105,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
880,30,3021,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
880,31,3021,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
880,33,4370,3,35,4,5,0,0,5,0,1,0,5,0,1,7.5,0,0,0,0,0,0,0,0
891,31,5129,3,33,4,5,0,0,5,0,1,500,5,0,1,50,0,0,0,0,0,0,0,0
891,32,5129,4,33,4,5,0,0,5,0,1,1500,1,1000,1,200,0,0,0,0,0,0,0,0
893,31,1436,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,4200,1,650,5,0,5,0
893,32,1436,4,30,4,1,774,6,5,0,1,624,5,100,5,0,0,0,0,0,0,0,0,0
897,34,4121,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
897,35,3680,3,60,4,5,0,0,5,0,5,0,5,150,1,100,0,0,0,0,0,0,0,0
898,35,1640,5,30,4,5,0,0,1,0,5,0,5,100,5,0,0,0,0,0,0,0,0,0
899,32,2314,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
899,33,6842,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,2440,5,0,1,0
908,36,4192,3,30,4,1,4600,6,0,0,0,0,0,0,0,0,1,1000,5,0,1,500,5,0
908,37,4192,4,30,4,1,4600,6,1,1000,5,0,5,500,5,0,0,0,0,0,0,0,0,0
909,32,4191,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
910,36,2381,3,30,4,5,0,0,5,0,1,50,1,300,1,50,0,0,0,0,0,0,0,0
913,31,3012,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,5,500,1,600
915,30,1245,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,2000
915,31,1247,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
915,32,1247,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,300,5,0
915,33,2430,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,50,1,0
915,34,1245,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,350,1,200
915,35,2430,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,20,5,0
916,36,4629,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,720,1,20,5,0
922,31,2697,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,225,5,0,5,0
922,32,3086,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,500,1,420,5,0
922,33,3086,4,30,4,5,0,0,1,0,5,0,5,330,5,0,0,0,0,0,0,0,0,0
922,34,2697,4,30,4,5,0,0,5,0,1,300,5,30,5,0,0,0,0,0,0,0,0,0
922,35,2696,3,30,4,5,0,0,5,0,5,0,5,90,5,0,0,0,0,0,0,0,0,0
922,36,1920,3,30,4,5,0,0,5,0,5,0,5,200,1,200,0,0,0,0,0,0,0,0
931,32,2537,3,30,4,5,0,0,5,0,5,0,5,15,5,0,0,0,0,0,0,0,0,0
931,33,2537,4,30,4,5,0,0,5,0,5,0,1,15,5,0,0,0,0,0,0,0,0,0
935,30,1509,2,30,4,1,6000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,100,1,100
935,31,1840,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,950,1,100,5,0
935,32,1840,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
935,34,1509,3,30,4,1,2600,6,5,0,5,0,5,75,1,75,0,0,0,0,0,0,0,0
939,33,2166,3,30,4,5,0,0,5,0,1,400,1,30,5,0,0,0,0,0,0,0,0,0
941,34,5355,4,33,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
941,37,2022,3,30,4,5,0,0,5,0,1,110,5,0,1,36,0,0,0,0,0,0,0,0
941,38,6590,3,30,4,5,0,0,5,0,5,0,5,90,1,0,0,0,0,0,0,0,0,0
941,39,2022,4,30,4,5,0,0,5,0,1,130,5,0,1,36,0,0,0,0,0,0,0,0
941,184,6489,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,30,5,0
946,30,3572,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,100,5,0
952,32,2638,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,150,1,0
961,34,6008,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
961,35,6008,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
961,36,2329,2,30,4,5,0,0,1,0,5,0,1,500,5,0,0,0,0,0,0,0,0,0
961,37,6803,3,30,4,5,0,0,5,0,5,0,1,150,1,60,0,0,0,0,0,0,0,0
961,38,6803,4,30,4,5,0,0,5,0,5,0,1,150,5,0,0,0,0,0,0,0,0,0
964,35,4673,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,50,5,0
970,32,3728,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
970,33,4895,3,30,4,5,0,0,5,0,5,0,1,400,5,0,0,0,0,0,0,0,0,0
971,30,5474,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
976,33,2233,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
980,30,446,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,1,0
980,31,446,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,500
982,32,5256,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,5,0,1,0
998,32,2420,4,30,4,5,0,0,5,0,1,1000,5,0,1,30,0,0,0,0,0,0,0,0
998,33,2420,5,30,4,5,0,0,5,0,1,700,5,0,5,0,0,0,0,0,0,0,0,0
999,31,1212,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,400,5,0
999,32,1212,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
999,33,4690,3,30,4,1,6000,6,5,0,5,0,5,1000,5,0,0,0,0,0,0,0,0,0
999,34,4690,4,30,4,1,6000,6,1,0,5,0,5,3500,5,0,0,0,0,0,0,0,0,0
1000,32,5760,4,30,4,1,4000,6,0,0,0,0,0,0,0,0,1,4000,5,0,5,125,5,0
1000,33,3697,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1000,34,3092,3,30,4,1,150,5,0,0,0,0,0,0,0,0,5,0,1,300,1,450,5,0
1000,35,3092,4,30,4,1,252,5,0,0,0,0,0,0,0,0,5,0,5,0,1,400,5,0
1013,31,1188,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1013,32,4480,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,86,5,0
1013,33,4480,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,2600,5,0
1014,32,3417,3,30,4,5,0,0,5,0,5,0,1,100,5,0,0,0,0,0,0,0,0,0
1028,39,7098,3,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1028,40,7098,4,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1033,31,5860,3,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,31,1048,3,30,4,1,2800,6,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1038,32,1903,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1038,33,171,3,30,4,1,1500,6,5,0,1,205,5,15,5,0,0,0,0,0,0,0,0,0
1043,33,741,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1043,34,741,6,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1043,35,333,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1043,36,333,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,1,150
1043,37,1038,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,100,5,0
1043,38,1038,3,30,4,5,0,0,5,0,5,0,5,50,5,0,0,0,0,0,0,0,0,0
1045,31,3856,3,30,4,5,0,0,5,0,5,0,1,35,1,0,0,0,0,0,0,0,0,0
1047,32,842,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,5,0,1,0
1048,34,387,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,0,5,0
1048,37,387,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,50,1,20
1048,38,5290,2,30,4,5,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1048,39,5290,3,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1048,182,538,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,0,5,0
1048,185,4061,4,33,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1048,194,4060,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1048,195,4060,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,1,0
1051,42,4724,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1051,44,5126,3,30,4,5,0,0,5,0,5,0,5,40,5,0,0,0,0,0,0,0,0,0
